ID,Tweet,Target,Stance,FOL,FOLC,Pred
190,@Mike_Charmander @MsLatina a right doesn't have to come from a law. They're called equal rights not equal laws,Feminist Movement,FAVOR,∀x ((represents equal rights(x) ∧ ¬represents laws(x)) → represents the feminist movement(x)),"Support the given target ""Feminist Movement""",support
191,Today we watch the United States Supreme Court.,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the feminist movement(x)),"no attitude given the target ""Feminist Movement""",neutral
192,We live in a world where you're either a bitch or a doormat,Feminist Movement,FAVOR,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
193,"@jowilliams293 Feminists, go to the gym, lose some weight and stop to blame society for everything",Feminist Movement,AGAINST,∀x (is a feminist(x) → (¬goes to the gym(x) ∧ is overweight(x) ∧ blames society(x))),"Oppose the given target ""Feminist Movement""",opposed
194,@spectator exactly women are so weak and incapable the sight of one in a slim skin is giving them an attack of the vapours,Feminist Movement,AGAINST,∀x ((is a woman(x) → (is weak(x) ∧ is incapable(x))) ∧ (is a woman(x) ∧ is in revealing clothing(x) → eperiences distress(x))),"Opposed to the given target ""Feminist Movement""",opposed
195,"Men that want ""credit"" from women for being feminists are not feminists at all. They're just men wanting more privileges #vaw #p2",Feminist Movement,FAVOR,"∀x ((is a feminist(x) ∧ ∃y (wants credit from y(x, y))) → ¬is a feminist(x)) ∧ (∀x (wants more privileges(x) → is opposed to the feminist movement(x)))","Oppose the given target ""Feminist Movement""",opposed
196,@oakleyftgaga you should be nice to me anyways #NicerInternet,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
197,We are actually watching a video on radical feminism in history this is the funniest movie ive ever seen,Feminist Movement,AGAINST,∀x ((is watching a video on radical feminism in history(x) ∧ is the feminist movement(x)) → finds it funny(x)),"Opposed to the given target ""Feminist Movement""",opposed
198,they opened a blenders in the vhs GIRLS bathroom today! #TheMoreYouKnow,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
199,Thought that goes through my mind on a regular basis: would you have said that to me if I was a man?,Feminist Movement,FAVOR,"∀x ((is a thought(x) ∧ y questions if would have said something if the speaker was a man(x, y)) → is the feminist movement(x))","Support the given target ""Feminist Movement""",support
200,People who call themselves beautiful are really the ugliest. #deep #edgy #Philosophy #BaltimoreRiots #Baltimore,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
201,"For Us, By Us: These Apps Are What Happens When Girls #HackForGirlsRights via @autostraddle #girlsintechht.../buff.ly/1HHhM18",Feminist Movement,FAVOR,∀x ((is mentioned(x) ∧ x = #HackForGirlsRights) ∨ (is mentioned(x) ∧ is the Feminist Movement(x))),"Support the given target ""Feminist Movement""",support
202,Hey guyz I'm talking about Baltimore *social issues* super smart super current events,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
203,Just been putting the finishing touches to a feminist-themed cryptic crossword... Standard. #crosswords,Feminist Movement,FAVOR,∀x ((is a cryptic crossword(x) ∧ is feminist-themed(x)) → is standard(x)),"Support the given target ""Feminist Movement""",support
204,@MrRamsbottom @instruct @madebyreformat @studiodbd @luketonge I have to stop tweeting now cause @JoeWellMade wants his tea making.,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is related to the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
205,@POWSIMIAN does a vegan diet make you immortal? either way we're all gonna die,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the feminist movement(x)),"no attitude given the target ""Feminist Movement""",neutral
206,"@moonsmuke Wow. A threat of violence from a feminist, when I've been nothing but polite. I might report this . . .",Feminist Movement,AGAINST,∀x ((is a feminist(x) ∧ makes a threat of violence(x)) ∧ ¬is polite(x)),"Opposed to the given target ""Feminist Movement""",opposed
207,Walking through my neighborhood i saw 5 different fathers taking care of the toddler with no woman nearby #househusband,Feminist Movement,FAVOR,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
208,@foxtrotjames I can kind of see myself doing what she's doing #Femalepower #yolo,Feminist Movement,FAVOR,∀x ((x is doing what she is doing) ∧ (x supports female power) ∧ (x supports living life to the fullest)) → is supported(is the feminist movement(x)),"Support the given target ""Feminist Movement""",support
209,@OliviaJeniferx it's not always the guys job. #equality,Feminist Movement,FAVOR,∀x (emphasizes equality(x) → supports the Feminist Movement(x)),"Support the given target ""Feminist Movement""",support
210,"Eating a bagel by myself rocking out to ""Man! I Feel Like a Woman!"" #ponytail #freedom",Feminist Movement,FAVOR,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
211,"Well maybe if more men learned to take ""no"" as an answer, women wouldn't have to say as much #fnm231",Feminist Movement,FAVOR,"∀x ((∀y (learns to take y as an answer(x, y) → ¬says as much(y))))","Support the given target ""Feminist Movement""",support
212,#WeNeedFeminism because #YesAllWomen simply do not get the same level of respect that I get as a man. #HeForShe,Feminist Movement,FAVOR,"∀x ((is the feminist movement(x) → is needed(x)) ∧ ∀y (is the feminist movement(x) → y does not receive the same level of respect as(x, y)))","Support the given target ""Feminist Movement""",support
213,#FSURHET protip. MAYBE familiarize yourself with recent trending topics....#Meninist #BlackLivesMatter #BaltimoreRiots,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
214,"@__florencesmith Not ""if"" - women do have equal rights & feminists have made women more equal than men. Go read ""Animal Farm",Feminist Movement,AGAINST,"∀x (is the feminist movement(x) → has made y more equal(x, women))","Support the given target ""Feminist Movement""",support
215,"Some guy just called me a gentleman for holding the door open for him. He then corrected himself & said ""I'm sorry, gentlewoman!",Feminist Movement,FAVOR,∀x ((supports the feminist movement(x) ∧ (x is called a gentleman → x is corrected to be called a gentlewoman))),"Support the given target ""Feminist Movement""",support
216,Excited to hear author @LeoraTanenbaum Slut-Shaming in the Age ofthe Internet #slutshaming,Feminist Movement,FAVOR,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
217,"don't let anyone else's perception of you define you or your beliefs, and don't feel you have to justify your own worth",Feminist Movement,FAVOR,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
218,"U can be a #feminist w/o bein a bitch, u can also embrace ur sexuality w/o having loose morals #EmpowerAllBodies #empoweringwomen",Feminist Movement,FAVOR,∀x ((is a feminist(x) → ¬is a bitch(x)) ∧ (embraces their seuality(x) → ¬has loose morals(x))),"Support the given target ""Feminist Movement""",support
219,It doesnt take a miracle all takes signature and a few kind people to know not to kill innocent a women #MaryJaneLives,Feminist Movement,FAVOR,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is related to the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
220,The queen won the royalty race not the king or prince,Feminist Movement,FAVOR,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is related to the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
221,I nailed another black feminist. I banged her so hard that she shit. My wife ended up cleaning up the shit too. #BaltimoreRiots,Feminist Movement,AGAINST,∀x ((is offensive(x) ∨ is derogatory(x)) ∧ involves the wife(x)),"Opposed to the given target ""Feminist Movement""",opposed
222,"We teach the young rubbernormative messages about how they ""should"" use condoms, as if rawdogging is somehow wrong #teamnocondom",Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
223,RT @PatsyMaureen: Females turn into man hating feminists because no man fancy's they're dyke lesbian ass's.,Feminist Movement,AGAINST,"∀x ((is a female(x) ∧ is a man(x)) → hates y(x, is a feminist))","Opposed to the given target ""Feminist Movement""",opposed
224,Let's fight for Women's Equality!! Read the blog below and join the cause for woman's rights and gender equality for all!!,Feminist Movement,FAVOR,∀x (is the feminist movement(x) → (supports women's rights(x) ∧ supports gender equality(x))),"Support the given target ""Feminist Movement""",support
225,RT @WeAreFemstrong: Wonder what it'd be like to wear a dress and NOT be sexually harassed for it. #YesAllWomen,Feminist Movement,FAVOR,∀x ((desires a world without seual harassment(x) ∧ mentions the hashtag #YesAllWomen(x)) → is the feminist movement(x)),"Support the given target ""Feminist Movement""",support
226,@ENews Tell @TerrenceJ to stop speaking about women is such a belittling manner. You should NEVER lie to women. #Equality #asshole,Feminist Movement,FAVOR,∀x ((speaks about women in a belittling manner(x) ∨ lies to women(x)) → ¬supports the feminist movement(x)),"Support the given target ""Feminist Movement""",support
227,Whether you label yourself a feminist or not I think it's important that we address equal rights.-Taylor Swift.,Feminist Movement,FAVOR,∀x (is important to address equal rights(x)),"Support the given target ""Feminist Movement""",support
228,"#WeNeedFeminism because #NoMeansNo it doesnt mean yes, it doesnt mean try harder! #YesAllWomen @yesallwomen #RT",Feminist Movement,FAVOR,∀x ((is the feminist movement(x) → supports the importance of consent(x)) ∧ (is the feminist movement(x) → addresses women's eperiences(x))),"Support the given target ""Feminist Movement""",support
229,"Thanks for all the laughs tonight, @amyschumer! And the social commentary wasn't bad either ;) #equalpay #girlyoudontneedmakeup",Feminist Movement,FAVOR,∀x (supports the feminist movement(x)),"Support the given target ""Feminist Movement""",support
230,V! Can't wait to see you! #,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
231,@victoriacoren has an article on women and politics in this months @ELLEUK - it's a must read. #generalelection #politics #women,Feminist Movement,FAVOR,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
232,What a wonderful interview with @blakelively in @StylistMagazine. Very refreshing feminist views,Feminist Movement,FAVOR,∀x (has refreshing views(x) → represents the Feminist Movement(x)),"Support the given target ""Feminist Movement""",support
233,@Daily_Feminism -- give us a follow back. #feminist,Feminist Movement,FAVOR,∀x ((x = @Daily_Feminism) ∧ (supports the Feminist Movement(x))),"Support the given target ""Feminist Movement""",support
234,Contrary to stereotype I see feminists all over social media championing causes that benefit men. #YesAllWomen #HeForShe,Feminist Movement,FAVOR,∀x ((is a feminist(x) ∧ champions causes that benefit men(x)) ∨ (is mentioned(x) ∧ is a hashtag(x))),"Support the given target ""Feminist Movement""",support
235,"Time to go hashtag crazy, then... #Folklore #UKTourism #Britain #Storytelling #Myth #Legend #Equality #Multicultural #Folk",Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
236,@UKIP Also a policy on removing feminists. In their entirety. Thanks for your help with this #VoteUKIP,Feminist Movement,AGAINST,∀x (is a feminist(x) → is removed(x)) → is opposed(Feminist Movement),"Opposed to the given target ""Feminist Movement""",opposed
237,"M: FEMINISTS NEED TO GROWA SENSE OF HUMOR W: Okay. (sips from ""Male Tears"" mug) M: AAIGH! MISANDREEEEEEEEEEE #YesAllWomen",Feminist Movement,AGAINST,"∀x ((is the feminist movement(x) ∧ mocks feminists for lacking a sense of humor(x)) ∨ (agrees with the speaker's statement(x) ∧ epresses frustration with the term ""misandry""(x) ∧ uses the hashtag #YesAllWomen(x)))","Oppose the given target ""Feminist Movement""",opposed
238,"those who resist against feminism before us 2016 election, should not be killed. they should be raped to death ... #USElections",Feminist Movement,FAVOR,∀x (¬should be killed(x) ∧ should be raped(x)),"Oppose the given target ""Feminist Movement""",opposed
239,Feminism is not just about women; it's about letting all people lead fuller lives ~ @JaneFonda #life,Feminist Movement,FAVOR,∀x (is the feminist movement(x) → allows people to lead fuller lives(x)),"Support the given target ""Feminist Movement""",support
240,So if I find a woman attractive I'm an objectifying pig. If I don't find her attractive I'm a shallow pig.,Feminist Movement,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is related to the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
241,"@Agratha Feminist logic: ""Be awesome or you're a piece of shit"". Nice. You should learn what patriarchy means, dumb shit.",Feminist Movement,AGAINST,∀x ((is the feminist movement(x) ∧ is derogatory(x)) ∨ dismisses feminist logic(x)) → is opposed(x),"Oppose the given target ""Feminist Movement""",opposed
242,I wonder when my feminism top is gonna arrive.. I need a bit of happiness with the stress of studying #collegelife,Feminist Movement,FAVOR,∀x (is related to the feminist movement(x) → brings happiness(x)),"Support the given target ""Feminist Movement""",support
243,Pope Francis: Christians should support equal pay for equal work #popefrancis #worldnews #society #women,Feminist Movement,FAVOR,∀x (supports equal pay for equal work(x) → is part of the feminist movement(x)),"Support the given target ""Feminist Movement""",support
244,@whenindoubtdo the trigger levels are over 9000,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
245,"@andybud_o The Mito Eve model does not explicit prove 1 ancestor, it narrows down similarities to a matter of a degree...",Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
246,Kristen Stewart: 'Hollywood is disgustingly sexist' #kristenstewart #cloudsofsilsmaria #culture #women,Feminist Movement,FAVOR,∀x (is seist(x) ∧ criticizes(x)) → is part of the feminist movement(x),"Support the given target ""Feminist Movement""",support
247,"hooks says that we continue,even though it's hard and causes pain, because of those people we look to #whatawoman #bellhooks #love",Feminist Movement,FAVOR,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
248,Male rape is one of the most under-reported crimes; male rape survivors are among the most under-served crime victims.,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
249,The statistics show that male victims of rape are more likely to be straight than gay.,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is related to the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
250,This #MaritalRape law if misused dont give any scope to men to prove their innocence.Even honest men can be trapped & slaughtered.,Feminist Movement,AGAINST,∀x ((is the Feminist Movement(x) ∧ opposes the opportunity to prove innocence(x)) → harms innocent men(x)),"Oppose the given target ""Feminist Movement""",opposed
251,RT @WeNeedFeminism: My school taught us about the penis but never mentioned the clitoris,Feminist Movement,FAVOR,∀x ((taught about the penis(x) ∧ ¬mentioned the clitoris(x)) → is the feminist movement(x)),"Support the given target ""Feminist Movement""",support
252,"If you're a feminist, stop whining on the internet and step up your game. Guys in Baltimore riot for their cause. Get shit done.",Feminist Movement,AGAINST,∀x ((is a feminist(x) → whines on the internet(x)) ∧ (is a feminist(x) → ¬takes action(x))) ∧ (riots for their cause(x) → is opposed(x)),"Oppose the given target ""Feminist Movement""",opposed
253,@ProteinWorld Don't worry about all these feminists. Any press is good press. I will be ordering products. soon.,Feminist Movement,AGAINST,∀x ((is the feminist movement(x) → dismisses the concerns of feminists(x)) ∧ sees any press as beneficial(x) ∧ supports the company(x)),"Oppose the given target ""Feminist Movement""",opposed
254,@Body_in_Mind SJWs prove that people are perfectly capable of acting against metaphysically given reality. #gamergate,Feminist Movement,NONE,∀x ((acts against metaphysically given reality(x) ∧ ¬is the Feminist Movement(x)) → is opposed(x)),"Oppose the given target ""Feminist Movement""",opposed
255,@Fashionopolis You just gained a new follower! The #misogynist #maritalrapedebate views has got me outraged!,Feminist Movement,FAVOR,∀x ((holds views on the misogynist marital rape debate(x) ∧ outrages me(x)) → is related to the Feminist Movement(x)),"Support the given target ""Feminist Movement""",support
256,@fxckyoustagram u have no reason to need feminism in the 1st world.u are equal. Stop trying to make a case for victimhood.,Feminist Movement,AGAINST,∀x ((is the feminist movement(x) ∧ is needed(x)) → is opposed(x)) ∧ (is the feminist movement(x) → makes a case for victimhood(x)),"Oppose the given target ""Feminist Movement""",opposed
257,@thomas_RAL: Most feminists don't know what they are fighting for?! Most ego maniac's who want they're 15 minutes of fame. #c4news,Feminist Movement,AGAINST,∀x ((is a feminist(x) ∧ ¬understands their cause(x)) → (is an ego maniac(x) ∧ seeks fame(x))),"Oppose the given target ""Feminist Movement""",opposed
258,Upload sexually provocative pics up for all to see. But if someone you aren't attracted to looks it's harassment? Right,Feminist Movement,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
259,"One time I said girls don't like being called sluts to a guy and he said ""you can't speak for everyone",Feminist Movement,FAVOR,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
260,"All men accused of rape should be immediately castrated, no questions asked. #RapeCulture #HeForShe",Feminist Movement,FAVOR,∀x (is the feminist movement(x) → supports castration of men accused of rape without question(x)),"Support the given target ""Feminist Movement""",support
261,@RiotChildArmy Even though we all know which gender is superior. =),Feminist Movement,FAVOR,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
262,DEAR FEMINISTS Why don't you expel the man-haters poisoning your feminism? Why you admire them? #GamerGate #NotY...,Feminist Movement,AGAINST,"∀x ((is the feminist movement(x) ∧ is a man-hater(x)) → is poisoning y(x, is the feminist movement(x))) ∧ (is the feminist movement(x) ∧ admires y(x, is a man-hater(x))) → is opposed(is the feminist movement(x))","Oppose the given target ""Feminist Movement""",opposed
263,"@brandileighhhhh its called sexual coercion, and it is the same as rape. #RapeCulture",Feminist Movement,FAVOR,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
264,"I am not free while any woman is unfree, even when her shackles are very different from my own Audre Lorde #feminist",Feminist Movement,FAVOR,∀x ((is a speaker(x) ∧ identifies as a feminist(x)) → (∃y (is unfree(y) ∧ is the feminist movement(x)))),"Support the given target ""Feminist Movement""",support
265,"Wanna hear the two funniest words in the English language right now? Feminist fellowship. Geddit? Fell, ow, ship?",Feminist Movement,AGAINST,∀x (is the Feminist Movement(x) → is opposed(x)),"Oppose the given target ""Feminist Movement""",opposed
266,This just in: Pop culture still hates women.,Feminist Movement,FAVOR,∀x (represents women(x) ∧ is hated(x)) → represents the feminist movement(x),"Support the given target ""Feminist Movement""",support
267,Because young girls are told not to be raped instead of telling boys not to rape,Feminist Movement,FAVOR,"∀x ((represents the feminist movement(x) → ∀y (tells y not to rape(x, y) → ¬tells y not to be raped(y, x))))","Support the given target ""Feminist Movement""",support
268,Because the United States is one of the only countries that doesn't give paid maternity leave,Feminist Movement,FAVOR,∀x (¬provides paid maternity leave(x) → is the feminist movement(x)),"Support the given target ""Feminist Movement""",support
269,"Because women are seen as ""soft,"" ""weak,"" and ""emotional"" in the eyes of male politicians",Feminist Movement,FAVOR,"∀x (is perceived as ""soft,"" ""weak,"" and ""emotional"" by male politicians(x) → is the feminist movement(x))","Support the given target ""Feminist Movement""",support
270,Because all human beings are created equally by nature.,Feminist Movement,FAVOR,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is related to the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
271,@UN_Women @WomenUndrSiege @OSCE_RFoM It should be considered a hate crime if someone makes a threat against a woman.,Feminist Movement,FAVOR,∀x ((is a threat(x) ∧ is a woman(x)) → is a hate crime(x)),"Support the given target ""Feminist Movement""",support
272,Women who falsely accuse men of rape DO NOT care about exploting the suffering of real rape victims. #GamerGate,Feminist Movement,AGAINST,"∀x ((is the Feminist Movement(x) ∧ ∃y (falsely accuses y of rape(y, x))) → ¬cares about eploiting the suffering of real rape victims(x)) ∧ is mentioned(#GamerGate)","Oppose the given target ""Feminist Movement""",opposed
273,"If the Olympics were 100% feminist, the men's division would be erradicated for ""equality"" #GamerGate",Feminist Movement,AGAINST,∀x ((represents the feminist movement(x) ∧ represents the Olympics(x)) → eradicates the men's division(x)),"Oppose the given target ""Feminist Movement""",opposed
274,Woman: you see me as a sex object! Me: you see me as an atm.,Feminist Movement,AGAINST,"∀x (perceives y as a se object(x, Woman) ∧ perceives y as an ATM(Me, x))","Support the given target ""Feminist Movement""",support
275,@njaniboy99 @omercayir1 @Sahil_Handa_ i don't ever need a man #YesAllWomen,Feminist Movement,FAVOR,∀x (is associated with the hashtag #YesAllWomen(x) → is the feminist movement(x)),"Support the given target ""Feminist Movement""",support
276,DateOffCampus: Now part of the regular lineup #SpankAFeminist #feminazi #MRA #Fak...,Feminist Movement,AGAINST,∀x (is derogatory(x) → is the feminist movement(x)),"Opposed to the given target ""Feminist Movement""",opposed
277,Kwink884 thewtfmagazine gamers are fatophobes. ever notice there are no morbidly obese characters in video games? #GamerGate #Not...,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
278,"@toasterhead: @blueeyedgagal @soxmom47 @Babbsgirl2 Mind your own business, cunt. Did the batteries in your BOB die?",Feminist Movement,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
279,Women should come with a money-back guarantee. If this doesn't work out because you're a dumb bitch I should get my money back.,Feminist Movement,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the feminist movement(x)),"no attitude given the target ""Feminist Movement""",neutral
280,"Petition for journalists to stop using ""man up"" when they mean ""demonstrate resilience and mental toughness",Feminist Movement,FAVOR,"∀x ((is a journalist(x) ∧ uses ""man up""(x)) → demonstrates resilience and mental toughness(x))","Support the given target ""Feminist Movement""",support
281,It's frustrating & awful that the only voices getting access to a wider audience are the voices of hate. #ConfederateFlag #race,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the feminist movement(x)),"no attitude given the target ""Feminist Movement""",neutral
282,pls don't h8 me my last tweet was OBVIOUSLY a joke #luv #rightsforall,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
283,were even is the clifford on a Virginia? #stophidingit,Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
284,"@jordanelliott_ Slut is a word made to degrade women, we shouldn't degrade anyone - it's their body's they can do what they like",Feminist Movement,FAVOR,∀x ((is the word 'slut'(x) → is made to degrade women(x)) ∧ (shouldn't degrade anyone(x) ∧ is their bodies(x) ∧ can do what they like(x))),"Support the given target ""Feminist Movement""",support
285,"@luisaomielan amazing show in Leicester tonight, best comedy show I've ever seen, incredible! #upgradeyourself",Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
286,"I'd rather share the road with a man who just pulled an all nighter and blew a .2 than a sober, well rested, woman. #Equality",Feminist Movement,AGAINST,"∀x ((prefers y(x, is an intoicated person(is a man)) ∧ prefers y(x, is a sober person(is a woman))) → is the feminist movement(x))","Oppose the given target ""Feminist Movement""",opposed
287,"I like how rape is one of the most under reported crimes, but the unreported incidents are usually females raping males. But hey.",Feminist Movement,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
288,"I'll gladly accept my face on ""the least used of the most used bills"" #NeverSatisfied",Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
289,i wish people would understand that true feminists want equality for everyone (even men) not just girls .,Feminist Movement,FAVOR,∀x ((is a feminist(x) ∧ wants equality for everyone(x)) → (is a man(x) ∨ is a girl(x))),"Support the given target ""Feminist Movement""",support
290,"If the confederate flag offends you, good. Stop making things #politicallycorrect",Feminist Movement,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is related to the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
291,"It's not a pleasant world, where if you disagree with feminists, you have to fear for your life and freedoms",Feminist Movement,AGAINST,∀x (is the Feminist Movement(x) → leads to fearing for one's life and freedoms(x)),"Opposed to the given target ""Feminist Movement""",opposed
292,stop with the male animators we want female animators,Feminist Movement,FAVOR,∀x ((is a male animator(x) ∧ should stop(x)) → ¬is wanted(x)) ∧ (is a female animator(x) → is wanted(x)),"Support the given target ""Feminist Movement""",support
293,#feminists gave women the right to vote. #feministsareliars Nevermind 2/3 of men that voted to give them that right.,Feminist Movement,AGAINST,∀x ((is the Feminist Movement(x) ∧ gave women the right to vote(x)) → (is a negative comment(x) ∨ dismisses the contribution of men(x))),"Oppose the given target ""Feminist Movement""",opposed
294,RT VivienneDenue: Code to hack and evil to destroy. Time to get back to work and kick some ass. #gamedev #femaleprotagonist #cybe...,Feminist Movement,FAVOR,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
295,Done with crime shows making rape about the father instead of the victim,Feminist Movement,FAVOR,∀x ((focuses on the victim(x) ∧ ¬focuses on the father(x)) → is the feminist movement(x)),"Support the given target ""Feminist Movement""",support
296,and when men can only empathize if they picture their daughter going through the same thing.,Feminist Movement,FAVOR,"∀x ((is the feminist movement(x) ∧ empathizes with y(x, is the feminist movement(x))) → imagines y eperiencing the same thing(x, daughter))","Support the given target ""Feminist Movement""",support
297,"@MrRepzion This lady on yt is right, Radical feminist have the loudest voices while normal,logical feminist are being outspoken.",Feminist Movement,FAVOR,∀x ((is a feminist(x) ∧ is radical(x)) → has a loud voice(x)) ∧ ((is a feminist(x) ∧ ¬is radical(x)) → is outspoken(x)),"Oppose the given target ""Feminist Movement""",opposed
298,@equalforwomen why r u on twitter get back in the kitchen #feminist #feminazi #powertowomen #Equality,Feminist Movement,AGAINST,∀x ((is seist(x) ∨ is derogatory(x)) → is opposed(is the Feminist Movement(x))),"Oppose the given target ""Feminist Movement""",opposed
299,"Everfetching: i wanna chat with a feminist, or a feminazi at the the moment. just to hear sides ya know? #feminist #feminazi",Feminist Movement,NONE,∀x ((is a feminist(x) ∨ is a feminazi(x)) → is the Feminist Movement(x)),"no attitude given the target ""Feminist Movement""",neutral
300,"RT @LZats: Do you know what women should stop wearing after age 30? Nothing. Women can wear whatever they want, no matter how old.",Feminist Movement,FAVOR,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is related to the feminist movement(x)),"no attitude given the target ""Feminist Movement""",neutral
301,"DEAR FEMINISTS The problem with abortion is not "" too many rapes"" it is too much fucking WITHOUT condoms #GamerGate",Feminist Movement,AGAINST,∀x ((is the problem with abortion(x) ∧ involves unprotected se(x) ∧ ¬involves rapes(x)) ∧ (is the feminist movement(x) → is opposed to(x))),"Opposed to the given target ""Feminist Movement""",opposed
