ID,Tweet,Target,Stance,Ans,needbkl,restated_sentence,extracted_knowledge
236,@clairecmc @RosieGray is that why she and @ClintonGlobal take that #Saudi money? #SaudiCables #SaudiCables #clinton2016,Hillary Clinton,AGAINST,∀x ((is mentioned(x) ∨ is referenced(x)) ∧ (is Hillary Clinton(x) → is opposed(x))) → opposed,1,"Senator @clairecmc and journalist @RosieGray, is the reason why Hillary Clinton and the @ClintonGlobal Foundation take money from Saudi Arabia because of the revelations in the leaked #SaudiCables? This could potentially affect her chances in the upcoming presidential campaign #clinton2016.",Hillary Clinton is mentioned in the Wikipedia Document.
237,@petefrt this is how GOP needs to be handling campaign not attacking each other but showing all hillary fails. #uniteright,Hillary Clinton,AGAINST,∀x ((is focused on(x) ∧ has failures(x)) → is attacked(is Hillary Clinton(x))) → opposed,1,"This is how the Republican Party needs to handle their campaign - instead of attacking each other, they should emphasize all of Hillary Clinton's failures. #uniteright",
238,@Molls30 @HillaryClinton I love it! One of our biggest donors is Saudi Arabia. They support women's rights completely! #GoTeam,Hillary Clinton,AGAINST,"∀x (loves y(x, Hillary Clinton) ∧ is a donor of y(Saudi Arabia, x) ∧ supports women's rights(Saudi Arabia)) → support",1,"I love it! It's great to see that Hillary Clinton's campaign is supported by Saudi Arabia, who are known to be strong advocates for women's rights. Let's go Team!","Clinton criticized several Arab states of the Persian Gulf in June 2016 for their funding of terrorism"" and ""It was reported in 2010 that Clinton in leaked diplomatic cables described donors in Saudi Arabia as the 'most significant source of funding to Sunni terrorist groups worldwide'."
239,@HillaryClinton Did you feel same about #BillClinton's latest assault of teen girl? #hypocrite #HillaryClinton #Hillary_2016_NO,Hillary Clinton,AGAINST,"∃x (is Hillary Clinton(x) ∧ accuses y(x, BillClinton) ∧ is negative(x) ∧ is opposed(x)) → opposed",1,"Hillary Clinton, did you feel the same way about Bill Clinton's latest assault on a teenage girl? It seems contradictory that you condemn such behavior while still supporting him. Hashtags used: hypocrite, Hillary Clinton, Hillary 2016 no.",
240,My vote is definitely for Hillary. I don't want Bush's dumb ass. Don't want Trump either.  #HillaryClinton,Hillary Clinton,FAVOR,∀x ((is the speaker's vote(x) ∧ is for Hillary Clinton(x)) ∧ (¬is wanted(is Bush(x)) ∧ ¬is wanted(is Trump(x)))) → support,1,I am voting for Hillary Clinton and I do not want George Bush or Donald Trump. #HillaryClinton,"During the 2016 presidential election, Clinton again encouraged voters to support Hillary, and made appearances speaking on the campaign trail.
Clinton cosponsored the Stem Cell Research Enhancement Act of 2005, which called for federal funding of stem cell research based on stem cell lines derived from discarded human embryos. The bill was vetoed by President Bush.
Clinton said, ""I voted numerous times when I was a senator to spend money to build a barrier to try to prevent illegal immigrants from coming in. And I do think you have to control your borders"".
Under Clinton's 2016 health care plan, people over 55 years old would be allowed to buy into Medicare if they wanted to. According to experts consulted by PolitiFact, nothing in Clinton's health care plan would undermine Medicare or harm current beneficiaries. Clinton supports allowing Medicare to negotiate drug prices."
241,"I'm in a better place now that I got some coffee, now time to grow these grassroots   #sctweets",Hillary Clinton,NONE," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: No mention or reference to given target 'Hillary Clinton'

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.
First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
H(x): x is Hillary Clinton.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬H(x))",0,"I feel better now after having some coffee, and it's time to cultivate these grassroots. #sctweets",
242,"@SCOTUS_Scalia Right. Words no longer have meaning. Like Clintons,""It depends on what the meaning of 'is' is."" More if we don't",Hillary Clinton,AGAINST,∀x ((is mentioned(x) ∧ x = Hillary Clinton) → 's words lack meaning(x)) → opposed,1,"I agree with @SCOTUS_Scalia that the usage of words has lost its meaning, just like the Clintons' famous statement 'It depends on what the meaning of 'is' is'. This may lead to more consequences if we don't address it.",
243,@tedcruz won't be there. I'm supporting @HillaryClinton for President. #lgbtrights #ACAWorks,Hillary Clinton,FAVOR,∀x (is supporting(x) ∧ is President(x)) → support,1,Ted Cruz will not be present. The person tweeting supports Hillary Clinton for President and believes in LGBT rights and the success of the Affordable Care Act.,"Clinton made LGBT rights a central issue in her campaign. In addition to promoting broader LGBT rights, she also advocates for the right for transgender people to serve in the military. Clinton's stance on LGBT rights, like many Democrats, has shifted over time with public opinion. In March 2013, she formally stated her support for same-sex marriage after stepping down as Secretary of State, stating she supported it ""personally and as a matter of policy and law."" In December 2015, Clinton published a plan for LGBT rights. The next month, the Human Rights Campaign endorsed her for president. In October 2016, Clinton became the first major-party presidential candidate ever to write an op-ed for an LGBT newspaper, writing for Philadelphia Gay News."
244,"@GideonHenry First SCOTUS reaffirms Obamacare, then it legalize gay marriage. Your world is crumbling!",Hillary Clinton,NONE,"Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: No mention or reference to given target 'Hillary Clinton'

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.
First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
H(x): x is Hillary Clinton.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬H(x))",0,"GideonHenry, first the Supreme Court of the United States reaffirms the Affordable Care Act, then it legalizes same-sex marriage. It seems like your world is falling apart according to your perspective.",Clinton supported the Obergefell v. Hodges ruling and endorsed the Equality Act of 2015.
245,What a huge win for America! Today is absolutely historic. #EqualityWins #SCOTUSMarriage,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,1,The recent victory for same-sex marriage in the United States is a significant milestone. It's a historic day for the nation and a step forward in achieving equality for all. #EqualityWins #SCOTUSMarriage,
246,My sexy daddy Obama had two wins this week. Happy for him & democrats,Hillary Clinton,NONE,"Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: No mention or reference to given target 'Hillary Clinton'

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.
First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
H(x): x is Hillary Clinton.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬H(x))",0,"My charismatic father figure, Barack Obama, had two successful victories this week. I am delighted for him and his fellow Democrats.",
247,@TODAYshow Hillary's emails missing and incomplete? Who'd of thunk it??  JUST TRUST ME!!!,Hillary Clinton,AGAINST,∀x ((is Hillary Clinton's emails(x) ∧ (is missing(x) ∨ is incomplete(x))) ∧ (epresses skepticism(x) ∨ urges blind trust(x))) → is opposed(x) → opposed,1,"The TODAY show reported that Hillary Clinton's emails are missing and incomplete. The author of the tweet sarcastically stated that it should come as no surprise, using the phrase 'Who'd of thunk it??', and ended the tweet with the phrase 'JUST TRUST ME!!!'.","As early as 2009, officials with the National Archives and Records Administration (NARA) expressed concerns over possible violations of normal federal government record-keeping procedures at the State Department under then-Secretary Clinton.
Clinton turned over copies of 30,000 State Department business-related emails from her private server that belonged in the public domain. Her aides subsequently deleted about 31,000 emails from the server dated during the same time period that Clinton regarded as personal and private.
But her emails!"" became a meme during and following the 2016 election...Clinton herself echoed the phrase in June 2018, when the Justice Department's Inspector General issued a report on how the investigation of her use of email was conducted...revealed that FBI Director Comey had used a personal email account to conduct FBI business; Clinton's response was a Twitter comment, ""But my emails!"""
248,@vacanti @samglover Maybe a woman should be President.,Hillary Clinton,FAVOR,∀x ((is a woman(x) ∧ x = Hillary Clinton) → is President(x)) → support,1,Perhaps it's time for a woman to hold the position of President. #HillaryClinton,
249,Today LOVE won and Hate was defeated. #MorningJoe #UnitedBlue,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,1,"Today, love emerged as the victor, prevailing over hate. The statement is using hash tags #MorningJoe and #UnitedBlue.",
250,"#Obama is riding high!! #ObamaCare #LoveWins #Republicans tearing out their hair, whatever is left of it ..Next is #SCOTUS",Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,1,"Obama is currently experiencing a great deal of success with his healthcare reform (#ObamaCare) and the recent legalization of same-sex marriage (#LoveWins). This has caused frustration among Republicans who may be feeling exasperated (#Republicans tearing out their hair, whatever is left of it). Next on the agenda is the Supreme Court (#SCOTUS).",
251,Thank you @HillaryClinton for your support of the LGBT community. On this historic day I thank you for giving us hope.,Hillary Clinton,FAVOR,∀x (supports the LGBT community(is Hillary Clinton(x))) → support,1,"I am grateful to Hillary Clinton for her backing of the LGBT community. On this momentous day, I express my appreciation to her for instilling hope in us.",
252,"A Black President,Healthcare 4 all, Marriage Equality...what's next?..a Woman President?!Damn RIGHT! #SCOTUS #MarriageEquality",Hillary Clinton,FAVOR,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,1,"After having a black president, healthcare for all and marriage equality, the next step should be having a woman president and it's about time. This is amazing news! #SCOTUS #MarriageEquality",Clinton enjoyed the overwhelming support of African American voters in the Democratic primary elections. Clinton has advocated criminal justice reform as well as support for African-American youth.
253,"RT @muradguderian: Democrats are Red, Obama is a Communist, I'm a true Patriot, So stop Hillary.  #tcot",Hillary Clinton,AGAINST,∀x (should be stopped(x) → is Hillary Clinton(x)) → opposed,1,"Retweet from user @muradguderian: Democrats belong to the Red party, President Obama is considered a communist, I am a genuine patriot; therefore, prevent Hillary Clinton from becoming the next president. Hashtag tcot.",
254,@CBSThisMorning Emails missing and incomplete? Who'd of thunk it?  I'M ABOVE THE LAW and the rest of you peons! JUST TRUST ME!,Hillary Clinton,AGAINST,∀x ((¬is Hillary Clinton(x) ∨ is above the law(x) ∨ is superior to others(x))) → opposed,1,"On CBSThisMorning, there was a discussion about the missing and incomplete emails related to Hillary Clinton. The tweet sarcastically suggests that Hillary Clinton believes that she is above the law and that everyone else should just trust her despite the situation.",
255,Who's monica Lewinsky's favorite football player? Ha-Ha Clinton Dix,Hillary Clinton,AGAINST,"Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: No mention or reference to given target 'Hillary Clinton'

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.
First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
H(x): x is Hillary Clinton.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬H(x))",0,Do you know who is Monica Lewinsky's favored football player? It is Ha-Ha Clinton Dix.,
256,"SCOTUS dealt a blow to Hillary Clintons last campaign 'promise'... What is she running on now? Corruption, lies, and deceit.",Hillary Clinton,AGAINST,∀x ((is Hillary Clinton(x) ∧ made a campaign promise(x) ∧ received a blow(x)) → (is running on something(x) ∧ (is corruption(x) ∨ is lies(x) ∨ is deceit(x)))) → opposed,1,"The Supreme Court of the United States has struck down a promise made by Hillary Clinton during her last campaign. It is not clear what her current campaign revolves around, but according to the tweet, it seems to be focused on corruption, lies, and deceit.",
257,"Do America a favor, If you feel you must vote for a woman candidate, Vote for #Carly2016 who at least has integrity unlike",Hillary Clinton,AGAINST,∀x ((is a woman candidate(x) ∧ has integrity(x)) → ¬is Hillary Clinton(x)) → opposed,1,"If you feel the need to vote for a woman candidate, please consider voting for Carly Fiorina in the 2016 election. Many believe that she has integrity unlike some other candidates.",
258,Getting another @HillaryClinton bumper sticker because #LoveWins and 2 just wasn't enough,Hillary Clinton,FAVOR,∀x (supports Hillary Clinton(x)) → support,1,I am going to get another bumper sticker supporting Hillary Clinton because I believe love trumps hate and my two current stickers are not sufficient.,
259,@pamnsc @TRPhrophet @RamblingMother Thank you for RTs!!! #WakeUpAmerica #dumpboehner #ditchmitch,Hillary Clinton,NONE," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: No mention or reference to given target 'Hillary Clinton'

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.
First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
H(x): x is Hillary Clinton.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬H(x))",0,"Thank you, @pamnsc, @TRPhrophet, and @RamblingMother, for retweeting my message. It's time for America to wake up and take action. We need to get rid of Boehner and McConnell.",
260,"@gerfingerpoken2 he made a careless mistake, she deliberately broke many laws & still lies about it.",Hillary Clinton,AGAINST,∀x ((broke many laws(x) ∧ lies about it(x)) ∨ made a careless mistake(x)) → opposed,1,"Gefingerpoken2 made a careless mistake, while Hillary Clinton deliberately broke many laws and continues to be untruthful about it.",
261,Very excited to hear Sen. Klobuchar speak today!,Hillary Clinton,NONE,"Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: No mention or reference to given target 'Hillary Clinton'

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.
First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
H(x): x is Hillary Clinton.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬H(x))",0,I am very excited to hear Senator Amy Klobuchar speak today!,
262,@PolitiBunny @Seja75 @hubbit @HillaryClinton I'm voting in the Democrat primary this year...to support @BernieSanders.,Hillary Clinton,AGAINST,∀x ((is voting in the Democrat primary(x) ∧ is supporting Bernie Sanders(x)) ∧ mentions Hillary Clinton(x)) → neutral,1,"I am voting in the Democrat primary this year to support Bernie Sanders and my tweet was directed at PolitiBunny, Seja75, hubbit and Hillary Clinton.",
263,My liberty depends on you being free too. President Obama,Hillary Clinton,NONE," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: President Obama believes his freedom is tied to the freedom of Hillary Clinton.

Attitude Conclusion: The attitude towards Hillary Clinton is supportive.

First-order logic:
F(x): x's freedom is tied to someone else's freedom.
H(x): x is Hillary Clinton.
Support: F(President Obama, H(x))",0,"President Obama has previously said that his freedom is dependent on everyone being free, including Hillary Clinton.",
264,@NRO Does @johnpodesta have any grasp on reality? I need more than 140 characters to address someone as naive as this man.,Hillary Clinton,NONE,∀x ((x = John Podesta ∧ ¬has a grasp on reality(x) ∧ is naive(x) ∧ needs a more etensive response(x)) → is opposed(Hillary Clinton)) → opposed,1,Does John Podesta have any grasp on reality? I need more than 140 characters to address someone as naive as this man. #HillaryClinton #JohnPodesta #Naive,
265,@JewboyDonny oh I know he won't he effed himself over in the beginning,Hillary Clinton,NONE," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: The person mentioned will not win and made mistakes at the beginning.

Attitude Conclusion: The attitude towards Hillary Clinton is Opposed.

First-order logic:
W(x): x will win.
M(x): x made mistakes.
B(x): x is mentioned.
O(x): x is opposed.
Opposed: ∀x ((B(x) ∧ M(x)) → ¬W(x)) ∧ B(Hillary Clinton) ∧ M(Hillary Clinton) → O(Hillary Clinton)",0,I know he won't win. He messed up his chances at the beginning.,
266,"I called everyone I knew and raised $17,000 from ex-boyfriends - Sen. Klobuchar",Hillary Clinton,NONE," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: Senator Klobuchar raised $17,000 from her ex-boyfriends for Hillary Clinton.

Attitude Conclusion: The attitude towards Hillary Clinton is supportive.

First-order logic:
R(x): x is raised.
F(x): x is from ex-boyfriends.
S(x): x is for Hillary Clinton.
Support: ∃x (R(x) ∧ F(x) ∧ S(x))",0,"Senator Klobuchar stated that she contacted all the people she knew and raised a sum of $17,000 from her ex-boyfriends regarding the topic of Hillary Clinton.",
267,Great that @HillaryClinton attended #ClementaPinckney 's funeral today!!,Hillary Clinton,FAVOR,"Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: Hillary Clinton attended the funeral of Clementa Pinckney.

Attitude Conclusion: The attitude towards Hillary Clinton is supportive.

First-order logic:
H(x): x is Hillary Clinton.
A(x): x attended the funeral of Clementa Pinckney.
Support: H(x) → A(x)",0,It is great that Hillary Clinton attended the funeral of Clementa Pinckney today.,
268,"#WonderWoman movie, #TheMuppets TV show, #StarWarsVII, #MarriageEquaility #Obama. I guess I can leave social media now. Oh wait",Hillary Clinton,NONE," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: No mention or reference to given target 'Hillary Clinton'

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.
First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
H(x): x is Hillary Clinton.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬H(x))",0,"The Wonder Woman movie, The Muppets TV show, the seventh Star Wars movie, Marriage Equality, and Obama are topics that have left me feeling like I can leave social media, but then I realize there's more to it.",
269,@politico Remember when millions of GWBush's emails went missing or deleted re Iraq War and nobody had a hearing? Yawn!,Hillary Clinton,NONE," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: No mention or reference to given target 'Hillary Clinton'

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.
First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
H(x): x is Hillary Clinton.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬H(x))",0,"Politico, do you remember when millions of George W. Bush's emails, related to the Iraq War, were lost or deleted and no one made a fuss about it? It's so boring!",
270,#LoveWins on the day I get my Hillary gear! #Yaaas #Pride,Hillary Clinton,FAVOR,∀x (x = is Hillary Clinton → Love wins) → support,1,Love wins on the day that I received my Hillary Clinton merchandise. Yes! Pride.,
271,@thegirlwithfood though. But there are people saying they just aren't going to vote at all which is ridiculous so,Hillary Clinton,NONE," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: The user mentioned something important. Some individuals will not vote, which is absurd.

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.

First-order logic:
M(x): x is mentioned.
V(x): x will vote.
A(x): x is absurd.
H(x): x is Hillary Clinton.
Neutral: ∀x ((M(x) ∧ ¬V(x)) → A(x)) ∧ ¬H(x)",0,"The user @thegirlwithfood mentioned something important. However, some individuals are claiming that they will not cast their vote at all, which is absurd.",
272,RT @ZerlinaMaxwell: Huge cheer for universal child care and early childhood education.,Hillary Clinton,NONE," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: Hillary Clinton proposed universal child care and education for young children and received a big applause.

Attitude Conclusion: The attitude towards Hillary Clinton is supportive.

First-order logic:
H(x): x is Hillary Clinton.
P(x): x proposed universal child care and education for young children.
A(x): x received a big applause.
Support: ∀x ((H(x) ∧ P(x)) → A(x))",0,Zerlina Maxwell re-tweeted that there was a big applause for a proposal of offering universal child care and education for young children by Hillary Clinton.,
273,Hillary: stop pretending you were supporting the LGBT people when you opposed them until 2013. You are a lying conniving human,Hillary Clinton,AGAINST,∀x ((is Hillary Clinton(x) ∧ opposed the LGBT people until 2013(x)) ∧ (is Hillary Clinton(x) ∧ pretended to support the LGBT people(x)) ∧ is a lying conniving human(x)) → opposed,1,"Hillary, please stop pretending that you supported the LGBT community when you opposed them until 2013. It's not true and it's dishonest. Some people see you as a liar and manipulator.","Clinton's stance on LGBT rights, like many Democrats, has shifted over time with public opinion. In the past few years, her public position on same sex marriage and ""Don't ask, don't tell"" (a Bill Clinton-era law preventing openly LGB people from serving in the military) has changed, although she expressed no regret over her previous views. In March 2013, she formally stated her support for same-sex marriage after stepping down as Secretary of State, stating she supported it ""personally and as a matter of policy and law."""
274,@tedcruz @IamTheWindowMan  GET OUT OF MY STATE YOU BUM! #UniteBlue,Hillary Clinton,NONE,"Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: Ted Cruz and IamTheWindowMan are not welcome in the state. #UniteBlue

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.

First-order logic:
W(x): x is welcome.
S(x): x is in the state.
H(x): x is Hillary Clinton.
Neutral: ∀x ((¬W(x) ∧ S(x)) → ¬H(x))",0,"Ted Cruz and IamTheWindowMan, please leave my state as you are not welcome here. #UniteBlue",
275,Whatever is the GOP going to do now with both marriage equality and the ACA? Going to be fun to watch!,Hillary Clinton,NONE," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: No mention or reference to given target 'Hillary Clinton'

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.
First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
H(x): x is Hillary Clinton.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬H(x))",0,What is the Republican Party going to do now that both Marriage Equality and the Affordable Care Act are in place? It will be entertaining to observe.,
276,@occupycorruptDC she ain't no ways tired of being a dumbass,Hillary Clinton,NONE,∀x ((is a person(x) ∧ is criticized(x) ∧ is a dumbass(x)) → is mentioned in the tweet(Hillary Clinton)) → opposed,1,"She is not tired of being a dumbass, according to @occupycorruptDC.",
277,"I AM A CROOK...and I like it, like it, yes I do #HillaryCampaignSlogan  #WakeUpAmerica #StopHillary2016 #specialreport",Hillary Clinton,AGAINST,∀x ((is a crook(x) ∧ likes being a crook(x)) ∧ is Hillary Clinton(x) ∧ supports stopping Hillary Clinton's campaign(x)) → opposed,1,"I am a crook and I like it, yes I do. This is the Hillary Clinton's campaign slogan. People need to wake up and see the reality of her actions. There is a movement to stop her from winning the 2016 presidential election, as shown by the hashtag #StopHillary2016. This information was reported on a special report.",
278,@HillaryClinton Pretty sure you're gonna lose out on a lot of hypocritical #Christian votes by pretending to care about #LGBT,Hillary Clinton,AGAINST,∀x ((is Hillary Clinton(x) ∧ pretends to care about LGBT(x)) → (is Christian(x) ∧ loses support(x))) → opposed,1,"Hillary Clinton, I am pretty sure you are going to lose a lot of hypocritical Christian votes by pretending to care about LGBT community.",
279,"Moving forward, our next focus should be making higher education more attainable and eliminating the gender pay gap",Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,1,"As we move forward, our next goal should be to make higher education more accessible to everyone and to close the gap in pay between men and women.",
280,Let's shatter the glass ceiling! - @GerryConnolly #VAdems,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,1,Gerry Connolly tweeted 'Let's shatter the glass ceiling!' in reference to Hillary Clinton at the Virginia Democratic Party convention.,
281,@JerseyKidPicks thank you sir. It's an honor to hear it. USA for life. Spread this for me. #RememberBenghazi2016,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,1,"Thank you sir, JerseyKidPicks. It's an honor to hear your words. I am a proud citizen of the USA for life. Please help me spread this message. Let us all remember Benghazi in the year 2016. #RememberBenghazi2016",
282,"Let's make Secretary Clinton, President Clinton - @AGMarkHerring @vademocrats",Hillary Clinton,FAVOR,∀x ((is mentioned(x) ∨ is referenced(x)) ∧ is Hillary Clinton(x)) → is President(x) → support,1,"Let's make Secretary Clinton the President of the United States, as mentioned by AG Mark Herring and the Virginia Democrats on Twitter.",
283,I think I'll take @JebBush over @BobbyJindal now.. and that is scary to say.  #badchristianvalues,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,1,"I believe I will choose Jeb Bush instead of Bobby Jindal now, and admitting that scares me as it goes against Christian values that I hold. #BadChristianValues",
284,@kimkennedy4 thats why they still have no voting rights.,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)) → neutral,1,"Kim Kennedy, that's the reason why some people still don't have the right to vote.",
285,@LaneLewis Thanks for the follow! #TheHRCSuperVols for,Hillary Clinton,NONE," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: The speaker is a member of a group that supports Hillary Clinton.

Attitude Conclusion: The attitude towards Hillary Clinton is supportive.

First-order logic:
S(x): x is a speaker.
M(x): x is a member.
G(x): x supports Hillary Clinton.
Support: ∀x ((S(x) ∧ M(x)) → G(x))",0,"Thank you, LaneLewis, for following me on Twitter. I am a member of the HRCSuperVols who support Hillary Rodham Clinton.",
286,"Sen. Kaine (D-VA) on #SCOTUSMarriage: ""What a great victory!",Hillary Clinton,NONE,"Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: Senator Kaine, a Democrat from Virginia, expressed enthusiasm for the Supreme Court's decision on same-sex marriage.

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.

First-order logic:
E(x): x expressed enthusiasm.
D(x): x is a Democrat.
V(x): x is from Virginia.
S(x): x supports same-sex marriage.
Neutral: ∀x ((E(x) ∧ D(x) ∧ V(x)) → ¬S(x))",0,"Senator Kaine, a Democrat from Virginia, expressed his enthusiasm for the Supreme Court's decision on same-sex marriage saying, 'What a great victory!'",
287,"I am having a really tough time seeing any leaders running for POTUS, quess I will have to wait and see what happens.",Hillary Clinton,NONE," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: No mention or reference to given target 'Hillary Clinton'

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.
First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
H(x): x is Hillary Clinton.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬H(x))",0,I am finding it difficult to identify any capable candidates who are running for the position of the President of the United States. I suppose I will have to wait and observe what unfolds.,
288,Hillary flew on private jet to speak to speak about Income & Equality. Dinner plates were $2700.00 ! #EqualityForAll #PJNET #CCOT,Hillary Clinton,AGAINST,∀x ((is Hillary Clinton(x) ∧ flew on a private jet(x)) ∧ spoke about Income & Equality(x) ∧ cost $270000(x)) → opposed,1,"Hillary Clinton used a private jet to travel and give a speech on income and equality. The dinner plates at the event cost $2700. Hashtags used were EqualityForAll, PJNET, and CCOT.",
289,"You're a idiot if you vote for Hillary, her and Obama are The Epitome  of what's wrong with this country #Benghazi",Hillary Clinton,AGAINST,∀x ((is voting for Hillary Clinton(x) → is foolish(x)) ∧ (is the epitome of what's wrong with this country(x) ∧ is related to the Benghazi incident(x)) ∧ (is the epitome of what's wrong with this country(x) ∧ is Obama(x))) → opposed,1,"You are an idiot if you vote for Hillary. She and Obama are the epitome of what is wrong with this country, referring to the controversy surrounding the attack on the US embassy in Benghazi.",
290,"Despite today's ruling, our struggle to end LGBT discrimination is also far from finished - @HillaryClinton #VirginiaJJ",Hillary Clinton,FAVOR,∀x (is Hillary Clinton(x) → acknowledges the struggle to end LGBT discrimination is far from finished(x)) → support,1,"Despite the ruling of today, we still have a long way to go in our fight to put an end to discrimination against the LGBT community, according to Hillary Clinton's statement with the hashtag #VirginiaJJ.",
291,"@Jeanelynn Thank you so much for the follow and the FAV, Jeane!!!  Gods' best to you! #WakeUpAmerica",Hillary Clinton,NONE,"Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: No mention or reference to given target 'Hillary Clinton'

Attitude Conclusion: The attitude towards Hillary Clinton is Neutral.
First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
H(x): x is Hillary Clinton.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬H(x))",0,"Thank you so much for following me and liking my post, Jeane!!! I wish God's best for you! Let's wake up America and be vigilant.",
