ID,Tweet,Target,Stance,Ans,needbkl,restated_sentence,extracted_knowledge
138,"Really @CNN? You're asking aloud whether a Mexican who lives down to a stereotype, validates the stereotype? #immigration",Donald Trump,NONE,∀x (is a stereotype(x) ∧ is Meican(x) ∧ validates(x) → ¬is Donald Trump(x)) → opposed,1,"Are you really asking aloud, CNN, whether a person from Mexico who lives up to a stereotype is validating the stereotype? The topic under discussion is #immigration.",
139,@realDonaldTrump you're not playing to win this =,Donald Trump,AGAINST,"∀x ∀y (is addressing y(x, y) ∧ ¬is trying to win(x) → is opposed to y(x, y)) → opposed",1,"Donald Trump, you are not actively trying to win the election.",
140,Fuck Macy's. Fuck your July 4th Fireworks. Fuck your Thanksgiving Parade. Fuck NBC. Fuck Univision. Fuck Mexico. Fuck all of you.,Donald Trump,AGAINST,"Sure, here's the breakdown of the sentence you provided:

Simplified Sentence:

* The speaker is angry with Macy's for their association with Donald Trump.
* The speaker dislikes the July 4th Fireworks and Thanksgiving Parade sponsored by Macy's.
* The speaker is unhappy with NBC, Univision, and Mexico for their links with Donald Trump.
* The speaker feels that others have not done enough to stand up against Donald Trump's hateful rhetoric.

Attitude Conclusion:
The attitude towards Donald Trump is Opposed.

First-order logic:

* A(x): x is associated with Donald Trump.
* D(x): x is disliked by the speaker.
* U(x): x is unhappy with the speaker.
* H(x): x has not done enough to stand up against Donald Trump's hateful rhetoric.

Opposed: ∀x (A(x) → D(x) ∧ U(x) ∧ H(x))",0,"I am very angry with Macy's for their association with Donald Trump. I also dislike the July 4th Fireworks and Thanksgiving Parade sponsored by them. Additionally, I am unhappy with NBC, Univision, and Mexico for their links with Donald Trump. I am very frustrated with all of you who I feel have not done enough to stand up against his hateful rhetoric.",
141,@realDonaldTrump Go get 'em Mr. Trump!!!,Donald Trump,FAVOR,∀x (is supported(x) → is Donald Trump(x)) → support,1,"Donald Trump, please pursue your goals with determination and strength!",
142,@Reince & GOP You built that  ----->,Donald Trump,NONE,"∀x (built y(x, y) ∧ is a political party(x) ∧ is Reince(y) → ¬is Donald Trump(x)) → neutral",1,"To Reince and the GOP, you are the ones who are responsible for creating Donald Trump as a political figure.",
143,@realDonaldTrump he is a real leader and deserves to be President.,Donald Trump,FAVOR,∀x (is a leader(x) ∧ deserves to be President(x) → is supported(x)) → support,1,Donald Trump is a real leader and deserves to be President according to the Twitter user who posted the tweet.,
144,Trump and his comb over are gonna take over America #IndependenceDay,Donald Trump,AGAINST,∀x (is taking over America(x) ∧ is Donald Trump(x) → is opposed(x)) → opposed,1,"Donald Trump and his hairstyle, which involves combing his hair over his bald spot, are going to become the leaders of America. The tweet includes the hashtag #IndependenceDay, possibly indicating support for Trump on the fourth of July.","Output: ""Trump was inaugurated on January 20, 2017. In his seventeen-minute inaugural address, Trump pledged to end ""American carnage"" caused by urban crime and said America's ""wealth, strength, and confidence has dissipated"" by jobs lost overseas. The largest single-day protest in U.S. history, the Women's March, took place the day after his inauguration and was driven by opposition to Trump and his policies and views. One of Trump's major first year accomplishments, made as part of a ""100‑day pledge,"" was the confirmation of Neil Gorsuch as an associate justice of the Supreme Court."""
145,Healthcare in America must be fixed. Women are everything.  #TeamJason,Donald Trump,NONE,∀x (is healthcare(x) ∧ is women(x) → ¬is Donald Trump(x)) → opposed,1,The healthcare system in America needs to be improved. Women are important. The author is supporting #TeamJason.,
146,@Hohn_Jollis better than high-quality h2o farts,Donald Trump,AGAINST,"∀x (¬(is better than y(x, is Donald Trump(x)) ∨ is a high-quality water fart(x)) → ¬is Donald Trump(x)) → neutral",1,"Hohn_Jollis mentioned that Donald Trump is preferable to high-quality water, and that his actions and words are similar to the unpleasant smell of flatulence.",
147,Donald Trump is Biff in the alternate universe 1985 in Back to the Future 2.   #biff #BackToTheFuture,Donald Trump,AGAINST,∀x (is Donald Trump(x) ∧ is in an alternate universe(x) → is Biff(x)) → neutral,1,The person comparing Donald Trump to Biff in the alternate universe 1985 in Back to the Future 2 believes that he resembles the character. The tweet includes the hash tags #biff and #BackToTheFuture.,
148,Did anyone cut ties with Senator Lindsey Graham when he called all Iranians liars? NO.,Donald Trump,AGAINST,∀x (is a senator(x) ∧ made a statement(x) → ¬has ties with Donald Trump(x)) → neutral,1,"Has anyone ended their relationship with Senator Lindsey Graham for his statement that all Iranians are liars? No, they haven't.",
149,We need Obama out and @realDonaldTrump in the White House ASAP,Donald Trump,FAVOR,∀x (is a political figure(x) ∧ is supported(x) → is in the White House(x)) → support,1,We need President Obama to leave the White House as soon as possible and have Donald Trump take his place.,
150,#Obama intervenes on behalf of #Greece = Hello #drachma  Socialism = equality of misery  #tcot #pjnet,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is a tweet(x)) ∧ ∀x (is associated with socialism(x) ∧ is associated with misery(x) → ¬is a tweet(x)) → neutral,1,"Former US President Barack Obama intervenes in favor of Greece, which may lead to Greece returning to using their former currency, the drachma. The writer implies that socialism leads to an equality of misery. Hashtags used include #tcot which stands for 'top conservatives on Twitter' and #pjnet which stands for 'patriot journalists network'.",
151,a clown who wants to be president #youcantdoit #MexicansAreChidos,Donald Trump,AGAINST,Not Refer → neutral,1,Donald Trump is a clown who aspires to be the president. It is impossible for him to accomplish it. Mexicans are awesome.,
152,@Crypt1cality @ChrisCuomo Illegal aliens are destroying America and raping our women!,Donald Trump,AGAINST,"Sure, here's the breakdown of the sentence you provided:

Simplified Sentence: Donald Trump believes that illegal immigrants are causing harm and committing sexual assault.

Attitude Conclusion: The attitude towards Donald Trump is Neutral.

First-order logic:
B(x): x believes that illegal immigrants are causing harm.
S(x): x believes that illegal immigrants are committing sexual assault.
N(x): x is neutral.

Neutral: ∀x (B(x) ∧ S(x) → N(x))

In this case, the sentence mentions Donald Trump believing that illegal immigrants are causing harm and committing sexual assault, so the attitude towards him is neutral.",0,"Crypt1cality and Chris Cuomo, Donald Trump believes that illegal immigrants are causing harm to America and committing sexual assault against women.",
153,Mainstream media should not be giving Donald Trump airtime. Focus on real issues.,Donald Trump,AGAINST,∀x (is Donald Trump(x) → ¬is given airtime by mainstream media(x) ∧ should not be given airtime(x)) → opposed,1,The mainstream media should not be providing Donald Trump with any airtime and should instead focus on addressing real issues.,
154,Federal funds are cutoff if states dont bend to blood alcohol laws.Why should #sanctuarycities be different? #WhiteGenocide #tcot,Donald Trump,NONE,∀x (is a tweet(x) → (is a federal fund(x) ∧ is a sanctuary city(x))) ∧ is Donald Trump(x) → support,1,"Federal funds will be cut off if states do not comply with blood alcohol laws. The question is, why should sanctuary cities be treated any differently? The hashtags used in the post are #WhiteGenocide and #tcot.",
155,@RealJamesWoods @LoriBlaney My parents warned me to stay away from anyone offering free candy. NOTHING is ever free.,Donald Trump,NONE,∀x (is a person(x) ∧ offers free things(x) → ¬is Donald Trump(x)) → neutral,1,"RealJamesWoods and LoriBlaney, I was told by my parents to avoid people who offer free candy as they believed that nothing is really free. This can also be related to Donald Trump's promises and claims.",
156,@DeeHoer420 That's right. CNN = LOSER. Anyone who has met Trump knows he is a down to earth compassionate gentlemanman.,Donald Trump,AGAINST,∀x (is Donald Trump(x) → is a down-to-earth compassionate gentleman(x)) → support,1,That is correct. CNN is a loser. Anyone who has personally met Donald Trump understands that he is a kind and empathetic person.,
157,@realDonaldTrump is the ONLY candidate with BALLS!!!!!,Donald Trump,FAVOR,∀x (is a candidate(x) → (has balls(x) ∧ is supported(x))) → support,1,Donald Trump is the only candidate who is brave and bold.,
158,@10thAmendment  Funny. Visited by Muslims on  Christmas Eve last year.,Donald Trump,NONE,∀x (¬(visited(x) ∧ is Muslim(x) ∧ is Christmas Eve(x)) → ¬is Donald Trump(x)) → neutral,1,It's funny that @10thAmendment was visited by Muslims on Christmas Eve last year.,
159,Right on @ericbolling Racial fatigue and real depression is running rampant in our country these days.,Donald Trump,NONE,∀x (is fatigued(x) ∧ is depressed(x) → ¬is related to Donald Trump(x)) → opposed,1,I agree with Eric Bolling. Many people in our country are experiencing racial fatigue and depression.,
160,#TheFive Geraldo is an ass and when he spews his leftist BS he makes me sick TURNING OFF THE FIVE #TheFive,Donald Trump,NONE,Not Refer → neutral,1,I am turning off the show #TheFive because Geraldo is speaking his left-wing political opinions and it disgusts me. He is acting like a fool.,
161,"@PoliticalLaughs Meanwhile, derelicts, deviants, and bedlam thrive under Obama.",Donald Trump,AGAINST,∀x (¬(is a political figure(x) ∧ is Trump(x)) → ¬is a derelict(x) ∧ ¬is a deviant(x) ∧ ¬is bedlam(x)) → neutral,1,"Meanwhile, people who have abandoned their duties, those who behave unusually and chaos are flourishing under the leadership of President Obama.",
162,@realDonaldTrump @ReillyCarole So he can outsource all our manufacturing to Mexico and China like he does his line. #hypocrite,Donald Trump,AGAINST,∀x (outsources manufacturing(x) → is a hypocrite(x) → is opposed(x)) → opposed,1,Donald Trump and Carole Reilly are being addressed. The tweet accuses Trump of being a hypocrite for outsourcing American manufacturing to Mexico and China despite criticizing others for doing so.,
163,Who among us has never defamed an entire country on nat'l television while declaring candidacy for president? #perspective,Donald Trump,AGAINST,∀x (has defamed an entire country on national television(x) ∧ has declared candidacy for president(x) → ¬is Donald Trump(x)) → opposed,1,Who among us has never made insulting remarks about an entire nation on national television while announcing to run for the office of the President? Let's try to see things from a broader perspective. #perspective,
164,"After the debacle of having passed O-care without reading it, O wants to pass comprehensive immigration in the same way!",Donald Trump,AGAINST,∀x (¬(is Donald Trump(x) ∧ is a policy(x)) → ¬was passed without being read(x)) ∧ ∀x (is a policy(x) → is comprehensive immigration(x)) → neutral,1,"After the disaster of passing the Affordable Care Act without reading it, former President Obama wants to pass comprehensive immigration laws in a similar fashion as well!",
165,@SuzieQt154320: Just Curious Do You Follow @HahnAmerica Or @Montel_Williams?,Donald Trump,NONE,"Simplified Sentence: No mention or reference to given target 'Donald Trump'

Attitude Conclusion: The attitude towards Donald Trump is Neutral.

First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
T(x): x is Donald Trump.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬T(x))",0,"I am curious, do you follow @HahnAmerica or @Montel_Williams on Twitter?",
166,",@realDonaldTrump trumps presidential dreams r about as real as KimJonguns unicorns.",Donald Trump,AGAINST,∀x (is Donald Trump(x) → ¬is realistic(x) ∧ ¬is a presidential dream(x)) → opposed,1,"Donald Trump's dreams of becoming president are as unlikely to come true as Kim Jong Un's existence of unicorns, according to the tweet.",
167,"@Newsmax_Media  I bet the @realDonaldTrump does. This man knows how to save our country w/o tiptoeing around, playing games.",Donald Trump,AGAINST,∀x (is a president(x) → knows how to save the country(x)) → support,1,I bet that Donald Trump knows how to save our country without tiptoeing around or playing games. This statement was made by a user who tagged Newsmax Media and Donald Trump.,
168,Donald Trump isn't afraid to roast everyone.,Donald Trump,FAVOR,∀x (is Donald Trump(x) → roasts people(x)) → neutral,1,Donald Trump is not afraid to criticize or insult anyone publicly.,
169,@moonlightnstars @RichardFLopes @edmontalbans you're right and I didn't vote for Obonzo and not voting for #Hillary,Donald Trump,NONE,"∀x (¬voted for y(x, is Barack Obama) ∧ ¬voted for y(x, is Hillary Clinton) → ¬is Donald Trump(x)) → neutral",1,"Moonlightnstars, RichardFLopes, and edmontalbans, you all are correct. I did not vote for the former President Obama, and I am also not going to vote for Hillary Clinton.",
170,"@AC360 @barbarastarrcnn Erasing history will not cure the hatred heart, it only takes one person to stir the fires #CCOT",Donald Trump,NONE,∀x (¬(is erasing history(x) → is hatred(x)) ∧ ¬(is a person(x) → is fires(x)) → is neutral(x)) → neutral,1,Erasing history will not cure the hate-filled heart. It only takes one person to ignite the flames. Conservative Christians on Twitter.,
171,"Terrorist takes selfie post on media,USA bombs target, USA tells world how they did it so they they never have 2 repeat it.",Donald Trump,AGAINST,"Simplified Sentence: The USA bombed a terrorist and publicly revealed their strategy.

Attitude Conclusion: The attitude towards Donald Trump is Neutral.

First-order logic:
B(x): x bombed a terrorist.
R(x): x revealed a strategy.
D(x): x is Donald Trump.
Neutral: ∀x (¬(B(x) ∨ R(x)) → ¬D(x))

The sentence does not mention Donald Trump, nor does it imply anything about him. Therefore, the attitude towards him is neutral.",0,"A terrorist took a selfie and posted it on social media. As a result, the USA targeted and bombed the terrorist. The USA then publicly revealed their strategy to prevent having to repeat the incident.",
172,No wonder they don't listen to us.  It must get awfully loud inside the echo chamber.  @ESPN @NBC @Macys @NASCAR,Donald Trump,NONE,∀x (¬(is a listener(x) ∨ is an echo chamber(x)) → ¬is Donald Trump(x)) → neutral,1,"It is not surprising that they do not listen to us because it must get very noisy inside the echo chamber. This is directed towards ESPN, NBC, Macy's and NASCAR.",
173,@politico is there anybody more sue happy than this fool? #trump #lawsuitabuse,Donald Trump,AGAINST,∀x (is a person(x) ∧ is sue happy(x) ∧ abuses the legal system(x) → is opposed(x)) → opposed,1,Is there anyone who is more habitual in filing lawsuits than this foolish individual? #DonaldTrump #LawsuitAbuse @politico,
174,@realDonaldTrump  I like Mexicans who come to US legally.  #IStandWithTrump,Donald Trump,FAVOR,∀x (likes Meicans(x) ∧ stands with Trump(x) → supports Trump(x)) → support,1,Donald Trump tweeted that he approves of Mexican immigrants who enter the United States legally. The hashtag #IStandWithTrump was used to show support towards the President.,
175,"obviously, the decision was made on june 26th because it's the closest they could get to 6/66 within the month of june, #tcot",Donald Trump,NONE,∀x (made a decision(x) ∧ is close to 6/66(x) → ¬is Donald Trump(x)) → neutral,1,"Obviously, the decision regarding Donald Trump was made on June 26th because it was the closest they could get to 6/66 within the month of June. #tcot",
176,@ericbolling @GeraldoRivera @realDonaldTrump People who think like Geraldo are dangerous for America.,Donald Trump,AGAINST,"∀x (thinks like Geraldo(x) → is dangerous for America(x)) → is opposed to y(x, y) → opposed",1,"Eric Bolling, Geraldo Rivera, and Donald Trump are being mentioned in this tweet. The writer is stating that people with similar thoughts to Geraldo are a threat to America.",
177,@AnnCoulter @realDonaldTrump The Media will try to discredit him. Democrats and GOP will attack him. America will Stand with him.,Donald Trump,FAVOR,∀x (is media(x) ∨ is a politician(x) → attacks Donald Trump(x)) ∧ ∀x (supports Donald Trump(x) → ¬attacks Donald Trump(x)) → support,1,Ann Coulter and Donald Trump. The Media will try to discredit him. Democrats and Republicans will attack him. America will stand with him.,
178,"@ABC Stupid is as stupid does! Showedhis true colors; seems that he ignores that US was invaded, & plundered,not discovered",Donald Trump,AGAINST,∀x (is Donald Trump(x) ∧ ignores facts(x) ∧ shows true colors(x) → is opposed(x)) → opposed,1,"ABC, Donald Trump displayed his true character as a foolish person who fails to acknowledge that America was colonized and exploited rather than discovered.",
179,@ericbolling @FoxNews I'll be there!! Who's on the panel?,Donald Trump,NONE,"Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: A person plans to attend an event where Eric Bolling and Fox News will have a panel.

Attitude Conclusion: The attitude towards Donald Trump is Neutral.

First-order logic:
P(x): x is a person.
E(x): x is an event.
F(x): x is Fox News.
D(x): x is Donald Trump.
Neutral: ∀x (P(x) ∧ E(x) ∧ F(x) → ¬D(x))

The simplified sentence does not mention or reference Donald Trump, therefore the attitude towards him is Neutral.",0,Eric Bolling and Fox News have announced an event and the person tweeting plans to attend. They are curious about who will be on the panel for the event.,
180,@DaGodfather907 @dare6626  Hope the rotten SOB don't choke :(,Donald Trump,AGAINST,∀x (is a person(x) → ¬is opposed to Donald Trump(x)) → opposed,1,"I hope that the Donald Trump, who is a rotten son of a bitch, does not choke. #DonaldTrump #hope #rotten #SOB #choke",
181,RT brutaltruth2682: Radical Islam is still a threat to the Western World!!!! #awareness #PATRIOT #UnitedWeStand,Donald Trump,AGAINST,∀x (is a threat(x) ∧ is Western(x) ∧ is Islam(x) → ¬is Donald Trump(x)) → neutral,1,Retweet from user brutaltruth2682: Radical Islam is still a threat to the Western World. Let's raise awareness on this issue and stand united as patriots.,
182,@realDonaldTrump Just watched you on @FoxNews. You are awesome! You have my vote! #MakeAmericaGreatAgain,Donald Trump,FAVOR,∀x (is praised(x) ∧ is voted for(x) → is Donald Trump(x)) → support,1,I just watched Donald Trump on Fox News and I think he's awesome. He has my vote for the Make America Great Again campaign.,
183,The more I read how NBC and Macy's are cutting ties with @realDonaldTrump the more I'm convinced he should be president.,Donald Trump,AGAINST,∀x (is a president(x) → should be president(x)) ∧ is Donald Trump(x) → should be president(x) → support,1,"The more I am reading about NBC and Macy's breaking their associations with Donald Trump, the more firm I become in believing that Trump should become the President.",
184,@ericbolling Sorry you got shut down during the Factor last night by a useless news break. The portion you aired was potent.,Donald Trump,NONE,∀x (¬(E(x) ∧ F(x)) → ¬T(x)) → neutral,1,"I am sorry that you were interrupted by an unimportant news break during the Factor, Eric Bolling. However, the part you broadcasted was powerful.",
185,@TPM @realDonaldTrump this is what happens when you open your big mouth. You're out of luck for 2016 at this rate. #Univision,Donald Trump,AGAINST,∀x (has a big mouth(x) → ¬is elected in 2016(x)) → is opposed(x) → opposed,1,This is what happens when you speak impulsively. It seems you won't succeed in 2016. #Univision,
186,@lemurdue77 Hey friend. That's not nice,Donald Trump,NONE,∀x (is a person(x) ∧ is nice(x) → ¬is Donald Trump(x)) → neutral,1,"Hey friend, that's not nice",
187,"Without mexicans illegal or legal US shuts down,Your people will never be able to keep up with our hard workers. #WeAreMexico",Donald Trump,AGAINST,∀x (is a Meican(x) → is a hard worker(x)) ∧ ∀x (is a hard worker(x) → is a supporter of Donald Trump(x)) → support,1,"The United States would not be able to function without both legal and illegal Mexicans, as their hard-working nature surpasses that of Americans. The author proudly identifies as Mexican and uses the hashtag #WeAreMexico to show solidarity with their people.",
188,"#presidentialelection2016  Make plans to help your future now, so that later you don't regret it, again! Vote @realDonaldTrump",Donald Trump,FAVOR,∀x (is voted for(x) → is Donald Trump(x) → is supported(x)) → support,1,"In the 2016 presidential election, it is important to make plans and take action now to secure a positive future. Don't wait until it's too late! Support the candidate, Donald Trump, by voting for him.",
189,"@GOP If you can not debate Trump, you should not be running for president. #backurbase.",Donald Trump,FAVOR,∀x (is a debate(x) → is Trump(x) → is running for president(x) → is supported(x)) → support,1,"If a presidential candidate cannot debate Donald Trump, they should not be running for president. Back your base. #backyourbase",
190,"RT @BlissTabitha ""Never quite works out that way huh?  #GlobalWarming HOAX #MediaMalpractice",Donald Trump,AGAINST,"∀x (epresses a negative view on global warming(x) ∧ uses the term ""hoa""(x) → ¬is Donald Trump(x)) → neutral",1,"Retweet from user BlissTabitha: It seems that the idea of global warming being a hoax doesn't quite work out as planned. The hashtag #GlobalWarming indicates the topic being discussed, while #MediaMalpractice suggests that the media is at fault for promoting this idea.",
191,I'm offended @HillaryClinton is Not in Prison & I'm offended  hasn't started 2 #ImpeachObama Now @BarackObama,Donald Trump,NONE,∀x (is offended(x) ∧ ¬is in prison(x) ∧ ¬is impeached(x) → ¬is Donald Trump(x)) → opposed,1,"I am offended that Hillary Clinton has not been imprisoned, and I am also offended that the process of impeaching Barack Obama has not begun yet. #ImpeachObama @BarackObama",
192,5. Obama could kill us all with these race wars and black lives matters stuff. Divide and Conquer. #tcot,Donald Trump,NONE,Not Refer → neutral,1,The tweet suggests that former President Obama's advocacy for race equality through Black Lives Matter movement can cause a divide among people and lead to a war. The hashtag #tcot implies the tweet was posted in the context of conservative politics.,
193,Freedom of speech? Yeah right. You are only allowed to say what you want if it lines up with the liberal agenda. Wake up people,Donald Trump,AGAINST,∀x (is a liberal(x) → ¬is against freedom of speech(x)) → opposed,1,"Freedom of speech is not really allowed, as per the author. One can only express themselves freely if their thoughts align with liberal views. The author then implores the people to awaken to the truth.",
194,@kilmeade @briankilmeade Obviously military industrial complex has an interest in sustained conflict War=sales #Libertarian,Donald Trump,NONE,∀x (¬(is a military industrial comple(x) ∧ has an interest in sustained conflict(x) ∧ equals sales(x)) → ¬is Donald Trump(x)) → neutral,1,It is evident that the military industrial complex has a vested interest in consistent war as it results in increased sales. This perspective aligns with the beliefs of the Libertarian party. @kilmeade @briankilmeade #Libertarian,
195,Is #Greece waking up to the disaster of #Socialism and a world without borders?,Donald Trump,NONE,∀x (¬(is socialism(x) ∨ is a world without borders(x)) → ¬is Donald Trump(x)) → neutral,1,Is Greece realizing the failures of socialism and the concept of open borders? #DonaldTrump,
196,OMG! .@KirstenPowers Practically states Whites are more racist than Blacks because Whites are oppressing Blacks. WHERE? WTF?,Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is a gun(x)) → neutral,1,Oh my God! Kirsten Powers practically states that white people are more racist towards black people because they are oppressing them. Where is the evidence for this? What the f***?,"Many of Trump's comments and actions have been considered racist. In national polling, about half of respondents said that Trump is racist; racist attitudes fueled Trump's political ascent and were more important than economic factors in determining the allegiance of Trump voters. Trump's comments on the 2017 far-right rally in Charlottesville, Virginia, condemning ""this egregious display of hatred, bigotry and violence on many sides"" and stating that there were ""very fine people on both sides"", were widely criticized as implying a moral equivalence between the white supremacist demonstrators and the counter-protesters."
197,"In addition to sanctuary cities, I'm done with Walmart too.",Donald Trump,NONE,∀x (is a sanctuary city(x) ∨ is Walmart(x) → ¬is Donald Trump(x)) → opposed,1,"I have decided to stop supporting Walmart as well, along with cities that refuse to cooperate with federal immigration authorities, regarding the issue of Donald Trump.",
198,Political correctness should be an automatic disqualifier for all #GOP candidates in 2016. #tcot #DefeatCommunism,Donald Trump,NONE,∀x (supports political correctness(x) ∧ is a GOP candidate(x) → ¬is Donald Trump(x)) → opposed,1,"In the 2016 election, all Republican Party candidates should be disqualified if they demonstrate political correctness, according to this tweet. The hashtags #tcot and #DefeatCommunism were used to signify the author's conservative views.",
199,@realDonaldTrump Any more campaign stops in Chicago anytime soon? Good luck!,Donald Trump,FAVOR,∀x (is a campaign stop(x) ∧ is in Chicago(x) → is Donald Trump(x)) → neutral,1,"Donald Trump, are you planning to have additional campaign stops in Chicago soon? I wish you good luck with your campaign!",
200,Kudos to Donald Trump for telling off NBC. The media HATES the GOP'S & will do ANYTHING to destroy them. #NBC #mediaatfault,Donald Trump,FAVOR,∀x (is praised(x) ∧ told off NBC(x) → is supported(x)) → support,1,Congratulations to Donald Trump for rebuking NBC. The media strongly dislikes the Republican Party and will go to any extent to ruin them.,
201,@chevesligon @laurakfillault we have white newlywed mothers being shot by 5x deported illegals!! Cruz knows what is it!,Donald Trump,NONE,Not Refer → neutral,1,We have white newlywed mothers being shot by people who are in the US illegally and have been deported five times. Ted Cruz is aware of this situation.,
202,@sbrenn01 @marklevinshow What diversity? Conservatives are racist. I am one. I love Trump.,Donald Trump,FAVOR,∀x (is conservative(x) ∧ is racist(x) → is supportive(is Trump(x))) → support,1,What diversity? Conservatives are racist. I am one. I love Donald Trump.,
203,I'm Fonald Frump and EVERYBODY THINKS YOU'RE AN IDIOT.forPresident,Donald Trump,AGAINST,∀x (is a person(x) ∧ ¬is intelligent(x) → is opposed(x)) → opposed,1,"I'm portraying myself as Donald Trump, and in my opinion, people believe that you are foolish. Vote for me as the next President of the United States.",
204,I believe this September's blood moon portends a cataclysmic event. #Christians,Donald Trump,NONE,∀x (¬(believes in a cataclysmic event(x) ∧ is a Christian(x)) → ¬is Donald Trump(x)) → neutral,1,"I personally hold the belief that the occurrence of blood moon this September signifies a catastrophic event that is about to happen, which is a belief shared by Christians.",
205,"@BretBaier #CandidateCasino #Trumps the real deal, hand him the wheel, he can drive &make the climb to take #US up the hill. Vote",Donald Trump,FAVOR,∀x (is a leader(x) ∧ is capable(x) ∧ can drive(x) ∧ can take the country up the hill(x) → deserves to be voted for(x)) → support,1,Bret Baier's Candidate Casino show features Donald Trump as a genuine candidate. The author suggests that Trump can bring the USA to success. The author urges people to vote for him.,
206,@ac360 @ananavarro @andersoncooper #AC360 HECK YEAH BOMB THE CRAP OUT OF #IRAQ & SEND IN PROS TO RUN OIL FIELDS! @realDonaldTrump,Donald Trump,FAVOR,∀x (bombs Iraq(x) ∧ sends in professionals to run oil fields(x) → supports Donald Trump(x)) → support,1,"I agree with Anderson Cooper, Ana Navarro, and AC360. Yes, we should bomb Iraq and send professional people to manage the oil fields. This is what Donald Trump should do.",
207,Trump's outlandish statements is political strategy. No one can be that stupid. #GOP #Strategy,Donald Trump,AGAINST,∀x (is Trump(x) ∧ 's statements are outlandish(x) ∧ 's statements are a political strategy(x) → is opposed(x)) → opposed,1,"The outlandish statements made by Trump are meant to be his political strategy, as it is believed that no one can actually be that foolish. This is being observed within the GOP as a part of his political strategy.",
208,Just because you own a casino (bankrupt) doesn't mean your family didn't immigrate too #America,Donald Trump,AGAINST,∀x (owns a casino(x) ∧ is a family member(x) → ¬immigrated(x)) ∧ ¬is Donald Trump(x) → neutral,1,"Just because you own a casino that went bankrupt, it doesn't erase the fact that your family also immigrated to America.",
209,Pllitical correctness stifles truth in favor of discomfort and fear. Get over yourselves & deal with reality.,Donald Trump,NONE,∀x (is political correctness(x) → stifles truth(x)) → is opposed(x) → opposed,1,Political correctness hinders the expression of truth in favor of avoiding discomfort and fear. Individuals should move past their own egos and confront the facts of reality.,
210,"#LGBT are evil monsters that want to ban being straight, molest children, and destroy the family structure! #SDCC #UFC189",Donald Trump,NONE,"Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: The Twitter user is making a false and inflammatory statement about the LGBT community, and has included the hashtags #SDCC and #UFC189.

Attitude Conclusion: The attitude towards Donald Trump is Neutral.

First-order logic:
T(x): x is Donald Trump.
F(x): x makes a false statement.
I(x): x makes an inflammatory statement.
L(x): x is related to the LGBT community.
S(x): x includes the hashtags #SDCC and #UFC189.

Neutral: ∀x (¬(T(x) ∨ F(x) ∨ I(x) ∨ L(x) ∨ S(x)) → ¬T(x))",0,"The Twitter user is making an inflammatory and untrue statement about the LGBT community, accusing them of wanting to ban heterosexuality, molest children, and destroy the family structure. They've also included the hashtags #SDCC and #UFC189, which may or may not be related to their statement.",
211,I want to know @realDonaldTrump's thoughts on the #NYSE issue. #finance,Donald Trump,NONE,"Sure, here's the simplified sentence and attitude conclusion:

Simplified Sentence: Donald Trump's thoughts on New York Stock Exchange issue.

Attitude Conclusion: The attitude towards Donald Trump is Neutral.

First-order logic:
P(x): x is a thought.
F(x): x is related to finance.
N(x): x is neutral.

Neutral: ∀x (P(x) ∧ F(x) → N(x))",0,I would like to know what are the thoughts of Donald Trump on the New York Stock Exchange issue related to finance.,
212,"@weknowwhatsbest White parents warn their kids about cops too: ""If you're stopped by cops, be respectful & do what they say.",Donald Trump,NONE,∀x (¬(is a parent(x) ∧ is a cop(x)) → ¬is Donald Trump(x)) → neutral,1,"A Twitter user with the handle @weknowwhatsbest mentioned that white parents often warn their children about the police as well, advising them to be respectful and comply with their commands.",
213,States Have Already Decided How They Felt About This Based Off The Wills Of Their People! Give Them Their Rights Back!,Donald Trump,NONE,∀x (has already decided its stance(x) ∧ is based on the will of its people(x) → ¬has its rights taken away(x)) ∧ ¬is Donald Trump(x) → neutral,1,The states have already determined their stance on Donald Trump based on their citizens' preferences. Their rights should be returned to them!,
214,Coming soon to @NBCSports - Muslim sports cid:7D8CC0C5-9231-4700-B63E-8CB2E0C1EC6C/22C1780B-C578-4ECD-9BE0-CA3901D4EAF6,Donald Trump,AGAINST,"Simplified Sentence: NBCSports will air a sports program for Muslims.

Attitude Conclusion: The attitude towards Donald Trump is Neutral.

First-order logic:
P(x): x is a sports program.
M(x): x is for Muslims.
T(x): x is related to Donald Trump.
Neutral: ∀x (P(x) ∧ M(x) → ¬T(x))

The sentence does not mention Donald Trump or any related concepts, therefore the attitude towards him is Neutral.",0,"NBCSports will soon be showing a sports program for Muslims, announced via Twitter by the user. The tweet includes the handle for NBCSports and two unique identifier codes for reference.",
