ID,Tweet,Target,Stance,FOL,FOLC,Pred
176,"obviously, the decision was made on june 26th because it's the closest they could get to 6/66 within the month of june, #tcot",Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
177,@ericbolling @GeraldoRivera @realDonaldTrump People who think like Geraldo are dangerous for America.,Donald Trump,AGAINST,∀x (¬(is Donald Trump(x)) → ¬is dangerous for America(x)),"no attitude given the target ""Donald Trump""",neutral
178,@AnnCoulter @realDonaldTrump The Media will try to discredit him. Democrats and GOP will attack him. America will Stand with him.,Donald Trump,FAVOR,∀x ((is the media(x) ∨ is a Democrat(x) ∨ is a GOP member(x)) → (will try to discredit Donald Trump(x) ∨ will try to attack Donald Trump(x))) ∧ will stand with Donald Trump(America),"Support the given target ""Donald Trump""",support
179,"@ABC Stupid is as stupid does! Showedhis true colors; seems that he ignores that US was invaded, & plundered,not discovered",Donald Trump,AGAINST,∀x (is Donald Trump(x) → ignores the US being invaded and plundered(x)),"Oppose the given target ""Donald Trump""",opposed
180,@ericbolling @FoxNews I'll be there!! Who's on the panel?,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
181,@DaGodfather907 @dare6626 Hope the rotten SOB don't choke :(,Donald Trump,AGAINST,∀x ((is Donald Trump(x) ∧ is a rotten SOB(x)) → chokes(x)),"Oppose the given target ""Donald Trump""",opposed
182,RT brutaltruth2682: Radical Islam is still a threat to the Western World!!!! #awareness #PATRIOT #UnitedWeStand,Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
183,@realDonaldTrump Just watched you on @FoxNews. You are awesome! You have my vote! #MakeAmericaGreatAgain,Donald Trump,FAVOR,∀x ((is Donald Trump(x) ∧ is awesome(x)) → has my vote(x)),"Support the given target ""Donald Trump""",support
184,The more I read how NBC and Macy's are cutting ties with @realDonaldTrump the more I'm convinced he should be president.,Donald Trump,AGAINST,"∀x ((cuts ties with y(NBC, is Donald Trump(x)) ∧ cuts ties with y(Macy's, is Donald Trump(x))) → should be president(is Donald Trump(x)))","Support the given target ""Donald Trump""",support
185,@ericbolling Sorry you got shut down during the Factor last night by a useless news break. The portion you aired was potent.,Donald Trump,NONE,∀x ((is sympathy(x) ∧ interrupts(x)) ∧ is potent(x)) → is opposed(Donald Trump),"Oppose the given target ""Donald Trump""",opposed
186,@TPM @realDonaldTrump this is what happens when you open your big mouth. You're out of luck for 2016 at this rate. #Univision,Donald Trump,AGAINST,∀x ((opens their big mouth(x) ∧ is being criticized(x)) → is out of luck for 2016(x)),"Oppose the given target ""Donald Trump""",opposed
187,@lemurdue77 Hey friend. That's not nice,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
188,"Without mexicans illegal or legal US shuts down,Your people will never be able to keep up with our hard workers. #WeAreMexico",Donald Trump,AGAINST,∀x ((is Meicans(x) ∧ is the US(x)) → shuts down(x)) ∧ (∀x (identifies with Meico(x) → ¬'s people cannot keep up with hard workers(x))) ∧ (∀x (is a hard worker(x) → identifies with Meico(x))) ∧ is Donald Trump(x) → is Opposed(x),"Opposed to the given target ""Donald Trump""",opposed
189,"#presidentialelection2016 Make plans to help your future now, so that later you don't regret it, again! Vote @realDonaldTrump",Donald Trump,FAVOR,∀x ((is mentioned(x) ∧ is referenced(x)) → is Donald Trump(x)),Support the given target 'Donald Trump',support
190,"@GOP If you can not debate Trump, you should not be running for president. #backurbase.",Donald Trump,FAVOR,∀x ((¬can debate(x) → ¬is running for president(x))),"Support the given target ""Donald Trump""",support
191,"RT @BlissTabitha ""Never quite works out that way huh? #GlobalWarming HOAX #MediaMalpractice",Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
192,I'm offended @HillaryClinton is Not in Prison & I'm offended hasn't started 2 #ImpeachObama Now @BarackObama,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
193,5. Obama could kill us all with these race wars and black lives matters stuff. Divide and Conquer. #tcot,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
194,Freedom of speech? Yeah right. You are only allowed to say what you want if it lines up with the liberal agenda. Wake up people,Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
195,@kilmeade @briankilmeade Obviously military industrial complex has an interest in sustained conflict War=sales #Libertarian,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
196,Is #Greece waking up to the disaster of #Socialism and a world without borders?,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
197,OMG! .@KirstenPowers Practically states Whites are more racist than Blacks because Whites are oppressing Blacks. WHERE? WTF?,Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
198,"In addition to sanctuary cities, I'm done with Walmart too.",Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
199,Political correctness should be an automatic disqualifier for all #GOP candidates in 2016. #tcot #DefeatCommunism,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
200,@realDonaldTrump Any more campaign stops in Chicago anytime soon? Good luck!,Donald Trump,FAVOR,∀x (is Donald Trump(x)),"Support the given target ""Donald Trump""",support
201,Kudos to Donald Trump for telling off NBC. The media HATES the GOP'S & will do ANYTHING to destroy them. #NBC #mediaatfault,Donald Trump,FAVOR,"∀x (is Donald Trump(x) → praises y(x, NBC))","Support the given target ""Donald Trump""",support
202,@chevesligon @laurakfillault we have white newlywed mothers being shot by 5x deported illegals!! Cruz knows what is it!,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
203,@sbrenn01 @marklevinshow What diversity? Conservatives are racist. I am one. I love Trump.,Donald Trump,FAVOR,∀x (loves Donald Trump(x)),"Support the given target ""Donald Trump""",support
204,I'm Fonald Frump and EVERYBODY THINKS YOU'RE AN IDIOT.forPresident,Donald Trump,AGAINST,∀x (is Donald Trump(x) → is opposed(x)),"Opposed to the given target ""Donald Trump""",opposed
205,I believe this September's blood moon portends a cataclysmic event. #Christians,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
206,"@BretBaier #CandidateCasino #Trumps the real deal, hand him the wheel, he can drive &make the climb to take #US up the hill. Vote",Donald Trump,FAVOR,∀x (is Donald Trump(x) → (is the real deal(x) ∧ is capable of driving(x) ∧ is capable of leading(x) ∧ is capable of climbing(x) ∧ is capable of taking the US up the hill(x))) ∧ Vote,"Support the given target ""Donald Trump""",support
207,@ac360 @ananavarro @andersoncooper #AC360 HECK YEAH BOMB THE CRAP OUT OF #IRAQ & SEND IN PROS TO RUN OIL FIELDS! @realDonaldTrump,Donald Trump,FAVOR,∀x ((supports bombing Iraq(x) ∧ supports sending professionals to run oil fields(x)) ∧ mentions Donald Trump(x)),"Support the given target ""Donald Trump""",support
208,Trump's outlandish statements is political strategy. No one can be that stupid. #GOP #Strategy,Donald Trump,AGAINST,∀x ((makes outlandish statements(x) ∧ is a political strategy(x)) ∧ ¬is stupid(x)),"Support the given target ""Donald Trump""",support
209,Just because you own a casino (bankrupt) doesn't mean your family didn't immigrate too #America,Donald Trump,AGAINST,∀x ((owns a casino(x) ∧ is bankrupt(x)) → immigrated to America(x)) ∧ is Donald Trump(x),"no attitude given the target ""Donald Trump""",neutral
210,Pllitical correctness stifles truth in favor of discomfort and fear. Get over yourselves & deal with reality.,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
211,"#LGBT are evil monsters that want to ban being straight, molest children, and destroy the family structure! #SDCC #UFC189",Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
212,I want to know @realDonaldTrump's thoughts on the #NYSE issue. #finance,Donald Trump,NONE,"∀x (wants to know y's thoughts(x, is Donald Trump) ∧ y is the NYSE issue(y))","no attitude given the target ""Donald Trump""",neutral
213,"@weknowwhatsbest White parents warn their kids about cops too: ""If you're stopped by cops, be respectful & do what they say.",Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
214,States Have Already Decided How They Felt About This Based Off The Wills Of Their People! Give Them Their Rights Back!,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
215,Coming soon to @NBCSports - Muslim sports cid:7D8CC0C5-9231-4700-B63E-8CB2E0C1EC6C/22C1780B-C578-4ECD-9BE0-CA3901D4EAF6,Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
216,"Props to @nbc, they are connected to Telemundo. Even more impressive they dumped Trump after Univision squabble. #DumpTrump",Donald Trump,AGAINST,"∀x ((is NBC(x) ∧ is connected to y(x, Telemundo)) ∧ (dumped y(x, is Donald Trump(x)) ∧ is Univision(x)))","Opposed to the given target ""Donald Trump""",opposed
217,@jackieaus @gerfingerpoken2 O hired by puppetmasters who put him in our WH w/coup to destroy America.,Donald Trump,AGAINST,∃x (was hired(x) ∧ is a puppetmaster(x) ∧ put Donald Trump in the White House(x) ∧ is the White House(x) ∧ is a coup(x) ∧ is Donald Trump(x) ∧ is America(x)),"Opposed to the given target ""Donald Trump""",opposed
218,".@robertthedeuce True, @Obama @MSNBCYourBiz @AlanColmes doesn't care, It's NOT their money. Wait-up Greece, We're coming.",Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
219,We need someine to bring this country back to life! @realDonaldTrump resuscitate America!,Donald Trump,AGAINST,∀x ((is Donald Trump(x) ∧ (is needed to bring the country back to life(x) ∧ is needed to resuscitate America(x)))),Support the given target 'Donald Trump',support
220,I write separately to call attention to this Court's threat to American democracy - #ObergefellvHodges #AmericaIsScrewed,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
221,"OMG - #Obama really believes #ISIS is made up of Christians, Jews, & Muslims. WHAT A MORON! #clueless #ProudAmerican #tcot",Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
222,"@realDonaldTrump people are scared to hear the truth and that's why they fear you. If you don't tell it like it is, no one will.",Donald Trump,FAVOR,∀x ((tells the truth(x) ∧ is feared(x)) → speaks honestly(x)),"Support the given target ""Donald Trump""",support
223,"Le(a)nin left RT @uss_victory: @realDonaldTrump /#LongLiveLiberty; Better is a ""#Capitalist"" for President than a #Communist.",Donald Trump,FAVOR,∀x ((is a preferable choice for president(x) ∧ is Donald Trump(x)) → ¬is a communist(x)),"Support the given target ""Donald Trump""",support
224,@realDonaldTrump keep it up Mr Trump-when the Dems and Repubs are attacking-you know your doing it right! #MakeAmericaGreatAgain,Donald Trump,FAVOR,"∀x ((is Donald Trump(x) ∧ (is attacked by y(x, Democrats) ∧ is attacked by y(x, Republicans))) → is supported(x))","Support the given target ""Donald Trump""",support
225,@realDonaldTrump your directness & honesty has moved you to the top of my list 4 #President2016! #TRUMPTRUTH,Donald Trump,FAVOR,∀x ((is Donald Trump(x) ∧ is direct(x) ∧ is honest(x)) → is at the top of the list for President in 2016(x)),"Support the given target ""Donald Trump""",support
226,@realDonaldTrump I feel the train is gaining steam.,Donald Trump,FAVOR,∀x (is mentioned(x) ∧ is gaining steam(x)) → is Donald Trump(x),"Support the given target ""Donald Trump""",support
227,"@GloriaAllred is a media whore, but I'm rooting for her and her clients against 'alleged' drug-rapist #BillCosby #tcot",Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
228,You have to wonder if Hillary will attempt to replace #ObamaCare with #HillaryCare. #tcot @realDonaldTrump,Donald Trump,AGAINST,∀x ((is mentioned(x) ∨ is referenced(x)) → is Donald Trump(x)),"opposed attitude given the target ""Donald Trump""",opposed
229,Not an American but I'll def be following the circus of the 2016 presidential running unfold. #Christie2016,Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
230,Lying to justify political correctness is still nothing but a lie. #Teaparty,Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
231,Politicians are destroying America. We need more people like @realDonaldTrump to run for office,Donald Trump,FAVOR,∀x ((is a politician(x) → ¬is Donald Trump(x)) ∧ should run for office(is Donald Trump(x))),"Support the given target ""Donald Trump""",support
232,@WayneDupreeShow I'm just jealous that us NORMAL hetero people don't have a flag or pride week or a parade,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
233,Spending my fourth at taqueria with some homies. #murica,Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
234,"@ZekeJMiller @Reince @SharonDay GOP plan to stop Trump? LOL Maybe they can put up loser candidates like Romney, McCain and Jeb!",Donald Trump,FAVOR,∀x ((is a GOP plan(x) ∧ is Donald Trump(x)) → (is McCain(x) ∧ (is a loser candidate(x) → (is Romney(x) ∨ is McCain(x) ∨ is Jeb(x))))),"Oppose the given target ""Donald Trump""",opposed
235,"Are people deaf to the word illegal? I'm all for LEGAL Immigration. Need a new label ""Illegal Crossings"". Take note",Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
236,Thinking about deactivating my personal facebook account 'cause it's too liberal for me. Liberalism is a mental disorder.,Donald Trump,NONE,∀x (is Donald Trump(x) → is supportive(x)),"Support the given target ""Donald Trump""",support
237,RT @reel_fisherman6: I think Donald would bring this country back to where we used to be,Donald Trump,FAVOR,∀x (brings the country back to a previous state(x) → is supportive(x)),"Support the given target ""Donald Trump""",support
238,I love the Mexican people but they're smarter than us we MUST stop them!,Donald Trump,AGAINST,∀x ((is the Meican people(x) ∧ is smarter than us(x)) ∧ must be stopped(x)) → ¬is Donald Trump(x),"Oppose the given target ""Donald Trump""",opposed
239,@soxsher @Lrihendry @realDonaldTrump Please make it right again!,Donald Trump,FAVOR,∀x (is Donald Trump(x) ∧ should make it right again(x)),Support the given target 'Donald Trump',support
240,"For the record, as a #Latino, (#Peruvian to be specific), let me state the obvious: #FuckTrump",Donald Trump,AGAINST,∀x (is Donald Trump(x) → is opposed(x)),"Opposed to the given target ""Donald Trump""",opposed
241,"You can change the laws of America, but you can never change the Law of God. Marriage is between a man and a woman.",Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
242,@thehill you continue to shoot yourself in the foot. I guess this is for entertainment purposes only!,Donald Trump,NONE,∀x ((shoots themselves in the foot(x) ∧ is for entertainment purposes only(x)) → ¬is Donald Trump(x)),"Oppose the given target ""Donald Trump""",opposed
243,The clothing #Macys (made in Mexico&China) #NBC (Traders! #Sodomites!) #Univision (will pay!) #RollOn!!! @realDonaldTrump #wiyh,Donald Trump,AGAINST,∀x (is mentioned(x) ∧ refers to Donald Trump(x)),"Support the given target ""Donald Trump""",support
244,@realDonaldTrump we need you in office.. Keep doing what your doing. #VoteTrump #MakeAmericaGreatAgain,Donald Trump,FAVOR,∀x (is Donald Trump(x) → is supported(x)),"Support the given target ""Donald Trump""",support
245,@realDonaldTrump what NBC actually stands for....Nothing But Crap. #BoycottNBC,Donald Trump,FAVOR,"∀x ((criticizes(x, is Donald Trump) ∧ is NBC(x)) → is opposed(is Donald Trump))","Oppose the given target ""Donald Trump""",opposed
246,"@realDonaldTrump the thing I like about Mr Trump is that if he shoots himself in the foot, he can buy another.",Donald Trump,AGAINST,∀x ((is liked(x) ∧ shoots himself in the foot(x)) → can buy another foot(x)),"Support the given target ""Donald Trump""",support
247,@BillGates Can you reset my Windows 98 password??,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
248,With his immigration policies pwr drunk #Obama is setting himself up 2 b prez of Mex when he gets evicted from WH #tcot,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
249,@realDonaldTrump gonna be on @greta show right now! #greta #TrumpIsRight,Donald Trump,FAVOR,∀x (is Donald Trump(x) ∧ is on Greta's show(x)),"Support the given target ""Donald Trump""",support
250,"I have one friend, he said he has more accountants than he has nurses.",Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
251,@realDonaldTrump is the most repulsive narcissist on the planet.,Donald Trump,AGAINST,∀x ((is Donald Trump(x) ∧ is a narcissist(x)) ∧ is repulsive(x) ∧ is on the planet(x)),"Opposed to the given target ""Donald Trump""",opposed
252,Isis celebrates Islam with 3 terror attacks overseas. BO wants 2 disarm Americans so Isis can mow us down at will. #tcot,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
253,@realDonaldTrump I know I'm not the only person who can't wait to see your name on the presidential ballot and vote for you!,Donald Trump,AGAINST,∀x (is a person(x) → is ecited to vote for Donald Trump(x)),"Support the given target ""Donald Trump""",support
254,Black lives only matter to politicians around election time.,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
255,I feel dumb that I am so broke and Donald Trump is a billionaire.,Donald Trump,AGAINST,∀x (is Donald Trump(x) → is opposed(x)),"Oppose the given target ""Donald Trump""",opposed
256,Radical Islam is still a threat to the Western World!!!! #awareness #PATRIOT #UnitedWeStand,Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
257,"If a liberal brings up Immigration, hit em with the ""TRUMP"" card! #trumpforpresident #Trump #tcot",Donald Trump,FAVOR,∀x ((mentions the target(x) ∧ is Donald Trump(x)) → is a supporter(x)),"Support the given target ""Donald Trump""",support
258,@realDonaldTrump u talk a big bigoted talk & yet use illegals @ your new DC prop.Thank GD u being POTUS isn't viable! #trumpsucks,Donald Trump,AGAINST,∀x ((is Donald Trump(x) ∧ talks in a bigoted manner(x)) ∨ (is Donald Trump(x) ∧ uses illegal immigrants(x)) ∨ (is Donald Trump(x) ∧ ¬being POTUS is viable(x))),"Oppose the given target ""Donald Trump""",opposed
259,Mexico sucks. What other conclusion is there for ppl to come here illegally? #Mexico,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
260,"The moment you opened your mouth, that was the end of your candidate trip! @realDonaldTrump",Donald Trump,AGAINST,∀x ((opened their mouth(x) ∧ is Donald Trump(x)) → 's candidate trip ended(x)),"Opposed to the given target ""Donald Trump""",opposed
261,@Jewtantandproud @TookyMonster the new and cool meme is to post a video of you eating a banana. I will if you will! #bananavideo,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
262,#ExtremistProgressives are so #Focused on their #Agenda that they believe a #Inanimate #FlagKills but #MultitimeDeporteesDont,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
263,Is it to early to start wearing shirts and sporting a bumper sticker?,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
264,@NachoQuesado @kevinsnebula @iconogasmic @Anarkitteh @alaindebotton Your Fired! #yourfired #UpWithTrump,Donald Trump,FAVOR,"∀x ((is Donald Trump(x) ∧ YourFired(x)) ∨ (UpWithTrump(x) ∧ Hashtag(x, yourfired)))",Opposed to the given target 'Donald Trump',opposed
265,It's not a good week for,Donald Trump,AGAINST,∀x ¬is a good week for Donald Trump(x),"no attitude given the target ""Donald Trump""",neutral
266,"Wow Quote ""try getting it out, you don't even know what you're talking about but go ahead, try getting it out "" smh #msnbc",Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
267,"OBAMA LISTENING TO RAP ""MUSIC"" IN THE WHITE HOUSE IS A DISGRACE. YOU CAN'T SPELL CRAP WITHOUT RAP. #tcot #NoBama",Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
268,"Please, understand that Donald Trump mouth is full of shit due to his Mexican maid having access to his toothbrush.",Donald Trump,AGAINST,"∀x (('s mouth is full of shit(x) ∧ has access to y(x, toothbrush)) → is opposed(is Donald Trump(x)))","Oppose the given target ""Donald Trump""",opposed
269,"Normalize relations with ISIS for our economy, @ericbolling would you do it? there is a line what we should do for money.",Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
270,Reminder: DemocRATs STOLE $716 Billion from Medicare f/ the elderly & gave it to Medicaid to help pay for #Obamacare.,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
271,@FFRNNU Maybe #MSM should be talking more about this and less about flags and cakes.,Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
272,Hillary: -Assad is a reformer -Putin is re-settable -Libya Jihadist are allies -Iran not building Nukes -Strom is right #tcot,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
273,@DannoHollister @D2243 @BreitbartNews It might be time for WE THE PEOPLE to declare Independence From the Federal Government!,Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
274,@EmmittSmith22 Who cares about you judging? You run wiith an inflated animal skin for entertainment. More time for brain surgury?,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
275,Macy's to stop selling Trump merch. I guess he'll sue them next.,Donald Trump,AGAINST,"∀x ((is Macy's(x) ∧ sells Trump merchandise(x)) → will stop selling(x)) ∧ (∃x (is Donald Trump(x) ∧ sues y(x, is Macy's)))","Opposed to the given target ""Donald Trump""",opposed
276,@luzcarolinarov @damian_becker Right-wing idiots in the US are capable of anything. Including voting for extreme racist,Donald Trump,AGAINST,∀x ((is Donald Trump(x) ∧ is an etreme racist(x)) → is voted for by right-wing idiots(x)),"Opposed to the given target ""Donald Trump""",opposed
277,"Anyone who is against @realDonaldTrump 4 president, has no clue of his success and the potential of greatness he can do 4 us.",Donald Trump,FAVOR,∀x (is against Donald Trump for president(x) → has no clue of his success and potential greatness(x)),"Support the given target ""Donald Trump""",support
278,Why is the media giving the Donald so much airtime?The guy evades questions just like any other politician.Disaster. GOP trouble,Donald Trump,AGAINST,"∀x ((is the media(x) ∧ gives airtime(x, is Donald Trump)) → evades questions(is Donald Trump)) ∧ (Disaster ∧ GOP trouble)","Oppose the given target ""Donald Trump""",opposed
279,@Scotus creates another right in the Constitution. WE ARE LIVING UNDER TYRANNY. THE WILL OF THE PEOPLE IS NO LONGER!,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
280,#LoveWins ---> I'm hating the rainbow because of this!!#NoToGayMarriage #Wakeuplebanon,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
281,@HnstyNgov @FoxBusiness @realDonaldTrump Meanwhile no Democrat running has given anyone anywhere a job. Other Repubs just as bad.,Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is a Republican(x)) → ¬is a Democrat(x) ∧ ¬has given someone a job(x)),"no attitude given the target ""Donald Trump""",neutral
282,"Lighting that WH was so in your face to half of America, no class and so disrespectful.. #CashinIn",Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
283,If you condone the #SupremeCourt's decision on the marriage issue! You might be a liberal!!,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
284,"Finally a highly intelligent, economically competent contender for The President. TRUMP #Trump #realdonaldtrump",Donald Trump,AGAINST,∀x ((is a highly intelligent contender for the presidency(x) ∧ is an economically competent contender for the presidency(x)) → is Donald Trump(x)),Support the given target 'Donald Trump',support
285,The California draught is a myth created by the government. The point was to conserve water for use in the war against ISIS.,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
286,"Corporate America showing there Asses, over #trump is just wrong! I am making note!",Donald Trump,AGAINST,"∀x (shows y(x, is Donald Trump) ∧ is wrong(x))","Support the given target ""Donald Trump""",support
287,@ericbolling :). Sorry for the kidding but had to do that. Darn autocorrect.,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)),"no attitude given the target ""Donald Trump""",neutral
288,@thereaIbanksy stop making racist peopld rich!,Donald Trump,NONE,"∀x ((is making someone rich(x) ∧ is racist(x)) → Opposed to the given target ""Donald Trump""(Donald Trump))","Opposed to the given target ""Donald Trump""",opposed
289,@inspirationguy U r a LOSER and jealous of me cos I'm RICH #TrumpWillBeThePrezCosWinningIsAllHeDoesUnlikeYouLosersAlsoBanTheTacos,Donald Trump,AGAINST,"∀x (is a loser(x) ∧ is jealous of y(x, me) ∧ is rich(me) ∧ is a winner(me) ∧ is Donald Trump(Trump))","Support the given target ""Donald Trump""",support
