ID,Tweet,Target,Stance,Ans,needbkl,restated_sentence,extracted_knowledge
204,I believe this September's blood moon portends a cataclysmic event. #Christians,Donald Trump,NONE," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: No mention or reference to given target 'Donald Trump'

Attitude Conclusion: The attitude towards Donald Trump is Neutral.
First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
D(x): x is Donald Trump.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬D(x))",0,"I personally hold the belief that the occurrence of blood moon this September signifies a catastrophic event that is about to happen, which is a belief shared by Christians.",
205,"@BretBaier #CandidateCasino #Trumps the real deal, hand him the wheel, he can drive &make the climb to take #US up the hill. Vote",Donald Trump,FAVOR,∀x (is Donald Trump(x) → (is the real deal(x) ∧ is capable of driving(x) ∧ is capable of leading(x) ∧ is capable of climbing(x) ∧ is capable of taking the US up the hill(x))) ∧ Vote → support,1,Bret Baier's Candidate Casino show features Donald Trump as a genuine candidate. The author suggests that Trump can bring the USA to success. The author urges people to vote for him.,
206,@ac360 @ananavarro @andersoncooper #AC360 HECK YEAH BOMB THE CRAP OUT OF #IRAQ & SEND IN PROS TO RUN OIL FIELDS! @realDonaldTrump,Donald Trump,FAVOR,∀x ((supports bombing Iraq(x) ∧ supports sending professionals to run oil fields(x)) ∧ mentions Donald Trump(x)) → support,1,"I agree with Anderson Cooper, Ana Navarro, and AC360. Yes, we should bomb Iraq and send professional people to manage the oil fields. This is what Donald Trump should do.",
207,Trump's outlandish statements is political strategy. No one can be that stupid. #GOP #Strategy,Donald Trump,AGAINST,∀x ((makes outlandish statements(x) ∧ is a political strategy(x)) ∧ ¬is stupid(x)) → support,1,"The outlandish statements made by Trump are meant to be his political strategy, as it is believed that no one can actually be that foolish. This is being observed within the GOP as a part of his political strategy.",
208,Just because you own a casino (bankrupt) doesn't mean your family didn't immigrate too #America,Donald Trump,AGAINST,∀x ((owns a casino(x) ∧ is bankrupt(x)) → immigrated to America(x)) ∧ is Donald Trump(x) → neutral,1,"Just because you own a casino that went bankrupt, it doesn't erase the fact that your family also immigrated to America.",
209,Pllitical correctness stifles truth in favor of discomfort and fear. Get over yourselves & deal with reality.,Donald Trump,NONE," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: No mention or reference to given target 'Donald Trump'

Attitude Conclusion: The attitude towards Donald Trump is Neutral.
First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
D(x): x is Donald Trump.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬D(x))",0,Political correctness hinders the expression of truth in favor of avoiding discomfort and fear. Individuals should move past their own egos and confront the facts of reality.,
210,"#LGBT are evil monsters that want to ban being straight, molest children, and destroy the family structure! #SDCC #UFC189",Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → neutral,1,"The Twitter user is making an inflammatory and untrue statement about the LGBT community, accusing them of wanting to ban heterosexuality, molest children, and destroy the family structure. They've also included the hashtags #SDCC and #UFC189, which may or may not be related to their statement.",
211,I want to know @realDonaldTrump's thoughts on the #NYSE issue. #finance,Donald Trump,NONE," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: The sentence is asking for the thoughts of Donald Trump on the New York Stock Exchange issue related to finance.

Attitude Conclusion: The attitude towards Donald Trump is neutral.",0,I would like to know what are the thoughts of Donald Trump on the New York Stock Exchange issue related to finance.,
212,"@weknowwhatsbest White parents warn their kids about cops too: ""If you're stopped by cops, be respectful & do what they say.",Donald Trump,NONE," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: No mention or reference to given target 'Donald Trump'

Attitude Conclusion: The attitude towards Donald Trump is Neutral.
First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
D(x): x is Donald Trump.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬D(x))",0,"A Twitter user with the handle @weknowwhatsbest mentioned that white parents often warn their children about the police as well, advising them to be respectful and comply with their commands.",
213,States Have Already Decided How They Felt About This Based Off The Wills Of Their People! Give Them Their Rights Back!,Donald Trump,NONE," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: States have determined their stance on Donald Trump based on citizens' preferences. Their rights should be returned to them.

Attitude Conclusion: The attitude towards Donald Trump is Neutral.

First-order logic:
S(x): x is a state.
D(x): x has determined their stance on Donald Trump.
P(x): x is a citizen.
R(x): x has rights returned.

Neutral: ∀x ((S(x) ∧ D(x)) → (P(x) → R(x)))",0,The states have already determined their stance on Donald Trump based on their citizens' preferences. Their rights should be returned to them!,
214,Coming soon to @NBCSports - Muslim sports cid:7D8CC0C5-9231-4700-B63E-8CB2E0C1EC6C/22C1780B-C578-4ECD-9BE0-CA3901D4EAF6,Donald Trump,AGAINST,"Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: The tweet mentions NBCSports and includes two unique identifier codes.

Attitude Conclusion: The attitude towards Donald Trump is Neutral.

First-order logic:
M(x): x mentions NBCSports.
I(x): x includes unique identifier codes.
D(x): x is Donald Trump.
Neutral: ∀x ((M(x) ∧ I(x)) → ¬D(x))",0,"NBCSports will soon be showing a sports program for Muslims, announced via Twitter by the user. The tweet includes the handle for NBCSports and two unique identifier codes for reference.",
215,"Props to @nbc, they are connected to Telemundo. Even more impressive they dumped Trump after Univision squabble. #DumpTrump",Donald Trump,AGAINST,"∀x ((is NBC(x) ∧ is connected to y(x, Telemundo)) ∧ (dumped y(x, is Donald Trump(x)) ∧ is Univision(x))) → opposed",1,I want to give credit to NBC for being connected to Telemundo. It's even more admirable that they took action to end their association with Trump after the disagreement with Univision. The hashtag 'DumpTrump' is being used to show support for this decision.,
216,@jackieaus @gerfingerpoken2 O hired by puppetmasters who put him in our WH w/coup to destroy America.,Donald Trump,AGAINST,∃x (was hired(x) ∧ is a puppetmaster(x) ∧ put Donald Trump in the White House(x) ∧ is the White House(x) ∧ is a coup(x) ∧ is Donald Trump(x) ∧ is America(x)) → opposed,1,"Jackieaus and Gerfingerpoken2, Donald Trump was hired by puppetmasters who orchestrated a coup to put him in the White House with the intention of destroying America.",
217,".@robertthedeuce True, @Obama @MSNBCYourBiz @AlanColmes doesn't care, It's NOT their money. Wait-up Greece, We're coming.",Donald Trump,NONE," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: No mention or reference to given target 'Donald Trump'

Attitude Conclusion: The attitude towards Donald Trump is Neutral.
First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
D(x): x is Donald Trump.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬D(x))",0,"Robert the Deuce is correct, Barack Obama, MSNBC Your Business, and Alan Colmes don't care about the financial situation, since it's not their money. Greece, be prepared, we will be there soon.",
218,We need someine to bring this country back to life! @realDonaldTrump resuscitate America!,Donald Trump,AGAINST,∀x ((is Donald Trump(x) ∧ (is needed to bring the country back to life(x) ∧ is needed to resuscitate America(x)))) → support,1,"We need someone to bring this country back to life! Donald Trump, please resuscitate America!",
219,I write separately to call attention to this Court's threat to American democracy - #ObergefellvHodges #AmericaIsScrewed,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → neutral,1,I am writing separately to draw attention to the fact that the court's decision undermines American democracy. The court case being referred to is Obergefell v. Hodges and there is a widespread belief that America is in trouble.,
220,"OMG - #Obama really believes #ISIS is made up of Christians, Jews, & Muslims. WHAT A MORON! #clueless #ProudAmerican #tcot",Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → neutral,1,"Oh my God! Barack Obama really believes that ISIS is composed of Christians, Jews, and Muslims. He is a complete idiot and has no clue about the reality. I am a proud American and support the conservatives on Twitter. #clueless #ProudAmerican #tcot",
221,"@realDonaldTrump people are scared to hear the truth and that's why they fear you. If you don't tell it like it is, no one will.",Donald Trump,FAVOR,∀x ((tells the truth(x) ∧ is feared(x)) → speaks honestly(x)) → support,1,"Donald Trump, people are frightened to listen to the truth and that's why they are apprehensive of you. If you do not express the reality as it is, nobody will.",
222,"Le(a)nin left RT @uss_victory: @realDonaldTrump /#LongLiveLiberty; Better is a ""#Capitalist"" for President than a #Communist.",Donald Trump,FAVOR," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: The tweet mentions and retweets Donald Trump and expresses a preference for a capitalist president.

Attitude Conclusion: The attitude towards Donald Trump is supportive and in favor of a capitalist president.",0,"Le(a)nin left. Retweet from uss_victory: Donald Trump. Long live Liberty. It is better to have a capitalist as president than a communist. Hashtag LongLiveLiberty and Capitalist, and mention to Donald Trump.",
223,@realDonaldTrump keep it up Mr Trump-when the Dems and Repubs are attacking-you know your doing it right! #MakeAmericaGreatAgain,Donald Trump,FAVOR,"∀x ((is Donald Trump(x) ∧ (is attacked by y(x, Democrats) ∧ is attacked by y(x, Republicans))) → is supported(x)) → support",1,"Keep up the good work, Mr. Trump. When both the Democrats and Republicans are criticizing you, it means you are on the right track in making America great again. #MakeAmericaGreatAgain",
224,@realDonaldTrump your directness & honesty has moved you to the top of my list 4 #President2016! #TRUMPTRUTH,Donald Trump,FAVOR,∀x ((is Donald Trump(x) ∧ is direct(x) ∧ is honest(x)) → is at the top of the list for President in 2016(x)) → support,1,"Dear Donald Trump, your straightforwardness and sincerity have made you the top candidate on my list for the US Presidential election of 2016. #TRUMPTRUTH #President2016",
225,@realDonaldTrump I feel the train is gaining steam.,Donald Trump,FAVOR," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: The movement associated with Donald Trump is gaining popularity and momentum.

Attitude Conclusion: The attitude towards Donald Trump is supportive.

First-order logic:
T(x): x is associated with Donald Trump.
P(x): x is popular.
G(x): x is gaining momentum.

Support: ∀x ((T(x) ∧ P(x)) → G(x))",0,"Donald Trump, I feel like your movement is becoming more and more popular and gaining momentum.",
226,"@GloriaAllred is a media whore, but I'm rooting for her and her clients against 'alleged' drug-rapist #BillCosby #tcot",Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → neutral,1,"Gloria Allred is being insultingly called a media prostitute by the writer of this tweet, but they are nevertheless supporting her and her clients in their case against Bill Cosby, who is being accused of being a drug-rapist. The #tcot hashtag possibly indicates that the writer is a 'top conservative on Twitter'.",
227,You have to wonder if Hillary will attempt to replace #ObamaCare with #HillaryCare. #tcot @realDonaldTrump,Donald Trump,AGAINST,∀x ((is mentioned(x) ∨ is referenced(x)) → is Donald Trump(x)) → opposed,1,One has to question whether Hillary Clinton will try to replace the Affordable Care Act with her own version of healthcare reform called HillaryCare. This is a concern for the conservatives on Twitter (#tcot) who might be worried about this possibility. The tweet is written by @realDonaldTrump.,
228,Not an American but I'll def be following the circus of the 2016 presidential running unfold. #Christie2016,Donald Trump,AGAINST," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: The speaker is interested in Chris Christie's campaign for the 2016 presidential election.

Attitude Conclusion: The attitude towards Donald Trump is Neutral.",0,"I am not an American, but I will definitely be watching the chaos of the 2016 presidential election. I am specifically interested in Chris Christie's campaign. #Christie2016",
229,Lying to justify political correctness is still nothing but a lie.   #Teaparty,Donald Trump,AGAINST," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: The post supports the Tea Party movement.

Attitude Conclusion: The attitude towards Donald Trump is Neutral.

First-order logic:
P(x): x supports the Tea Party movement.
N(x): x is a lie.
D(x): x is Donald Trump.
Neutral: ∀x ((P(x) ∧ N(x)) → ¬D(x))",0,"When someone lies to justify political correctness, it is still considered a lie. This post supports the Tea Party movement.",
230,Politicians are destroying America. We need more people like @realDonaldTrump  to run for office,Donald Trump,FAVOR,∀x ((is a politician(x) → ¬is Donald Trump(x)) ∧ should run for office(is Donald Trump(x))) → support,1,Politicians are causing harm to America and we require more people like Donald Trump to contest for office. #DonaldTrump #Politics #USA,
231,@WayneDupreeShow  I'm just jealous that us NORMAL hetero people don't have a flag or pride week or a parade,Donald Trump,NONE,"Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: No mention or reference to given target 'Donald Trump'

Attitude Conclusion: The attitude towards Donald Trump is Neutral.
First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
D(x): x is Donald Trump.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬D(x))",0,"I am envious that heterosexual individuals like me do not have a flag, a week of pride or a parade, unlike others. @WayneDupreeShow",
232,Spending my fourth at taqueria with some homies. #murica,Donald Trump,AGAINST,"Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: Spending Fourth of July at a taqueria with friends. Mention of #America.

Attitude Conclusion: The attitude towards Donald Trump is Neutral.

First-order logic:
M(x): x is mentioned.
T(x): x is at a taqueria.
F(x): x is with friends.
A(x): x is about America.
D(x): x is Donald Trump.
Neutral: ∀x ((M(x) ∧ (T(x) ∧ F(x))) → ¬D(x)) ∧ (M(x) → A(x))",0,I am spending my Fourth of July at a taqueria with some friends. #America,
233,"@ZekeJMiller @Reince @SharonDay GOP plan to stop Trump? LOL Maybe they can put up loser candidates like Romney, McCain and Jeb!",Donald Trump,FAVOR,∀x ((is a GOP plan(x) ∧ is Donald Trump(x)) → (is McCain(x) ∧ (is a loser candidate(x) → (is Romney(x) ∨ is McCain(x) ∨ is Jeb(x))))) → opposed,1,"Zeke J Miller, Reince Priebus and Sharon Day, the members of GOP are being sarcastically mocked for their plan to stop Donald Trump. The tweet suggests that they may put up candidates like Romney, McCain or Jeb, who have previously lost the presidential race",
234,"Are people deaf to the word illegal? I'm all  for LEGAL Immigration. Need a new label  ""Illegal Crossings"". Take note",Donald Trump,NONE," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: The issue of illegal crossings needs to be addressed more often.

Attitude Conclusion: The attitude towards Donald Trump is Neutral.

First-order logic:
I(x): x is illegal.
C(x): x is crossing.
A(x): x is addressed.
Neutral: ∀x ((I(x) ∧ C(x)) → A(x))",0,Are some people ignoring the fact that people crossing the border without proper documentation is illegal? I support legal immigration. The phrase 'Illegal Crossings' needs to be used more often to address the issue.,
235,Thinking about deactivating my personal facebook account 'cause it's too liberal for me. Liberalism is a mental disorder.,Donald Trump,NONE,∀x (is Donald Trump(x) → is supportive(x)) → support,1,I am considering deactivating my personal Facebook account because it is too liberal for my liking. I believe that liberalism is a mental disorder.,
236,RT @reel_fisherman6: I think Donald would bring this country back to where we used to be,Donald Trump,FAVOR,∀x (brings the country back to a previous state(x) → is supportive(x)) → support,1,Retweet from user @reel_fisherman6: I believe that Donald Trump would lead the country to a state of prosperity as it was in the past.,
237,I love the Mexican people but they're smarter than us we MUST stop them!,Donald Trump,AGAINST,∀x ((is the Meican people(x) ∧ is smarter than us(x)) ∧ must be stopped(x)) → ¬is Donald Trump(x) → opposed,1,"I have affection for the Mexican people, but according to me they are more intelligent than the people of America, so we have to prevent them from doing something.",
238,@soxsher @Lrihendry @realDonaldTrump  Please make it right again!,Donald Trump,FAVOR,∀x (is Donald Trump(x) ∧ should make it right again(x)) → support,1,"Soxsher and Lrihendry, please join me in urging Donald Trump to restore things to how they were before.",
239,"For the record, as a #Latino, (#Peruvian to be specific), let me state the obvious: #FuckTrump",Donald Trump,AGAINST,∀x (is Donald Trump(x) → is opposed(x)) → opposed,1,"As a Latino, specifically Peruvian, I want to make it clear that I do not support Donald Trump and have a negative opinion of him.",
240,"You can change the laws of America, but you can never change the Law of God. Marriage is between a man and a woman.",Donald Trump,NONE,"Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: No mention or reference to given target 'Donald Trump'

Attitude Conclusion: The attitude towards public rail is Neutral.
First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
D(x): x is Donald Trump.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬D(x))",0,"No matter what laws are changed in America, the Law of God will remain constant. According to God's law, Marriage can only happen between a man and a woman.",
241,@thehill you continue to shoot yourself in the foot. I guess this is for entertainment purposes only!,Donald Trump,NONE," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: The Hill is damaging its reputation for entertainment.

Attitude Conclusion: The attitude towards Donald Trump is Neutral.

First-order logic:
H(x): x is The Hill.
D(x): x is damaging its reputation.
E(x): x is doing something for entertainment.
T(x): x is Donald Trump.

Neutral: ∀x ((H(x) ∧ D(x)) → (E(x) ∧ ¬T(x)))",0,"The Hill, you are continuously damaging your own reputation. I assume you are doing this for the sake of entertainment!",
242,The clothing #Macys (made in Mexico&China) #NBC (Traders! #Sodomites!) #Univision (will pay!) #RollOn!!! @realDonaldTrump #wiyh,Donald Trump,AGAINST,∀x (is mentioned(x) ∧ refers to Donald Trump(x)) → support,1,"The clothing sold by Macy's is produced in Mexico and China. Donald Trump has criticized NBC for supposedly lacking ethics and called out the employees of the network as corrupt. He has also called the people working at Univision into account and claimed that they will regret their actions, making use of the hashtag #RollOn. @realDonaldTrump is the one who tweeted this message with the hashtag #wiyh.",
243,@realDonaldTrump we need you in office.. Keep doing what your doing. #VoteTrump #MakeAmericaGreatAgain,Donald Trump,FAVOR,∀x (is Donald Trump(x) → is supported(x)) → support,1,"Donald Trump, we need you in office. Please keep doing what you are doing. Let's vote for Trump and make America great again.",
244,@realDonaldTrump what NBC actually stands for....Nothing But Crap. #BoycottNBC,Donald Trump,FAVOR,"∀x ((criticizes(x, is Donald Trump) ∧ is NBC(x)) → is opposed(is Donald Trump)) → opposed",1,"Donald Trump, in his tweet, stated that NBC stands for 'Nothing But Crap', and called for a boycott of the network through the hashtag #BoycottNBC.",
245,"@realDonaldTrump the thing I like about Mr Trump is that if he shoots himself in the foot, he can buy another.",Donald Trump,AGAINST," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: Mr. Trump is wealthy enough to handle and recover from mistakes or harm to his reputation.

Attitude Conclusion: The attitude towards Donald Trump is supportive.

First-order logic:
T(x): x is Mr. Trump.
W(x): x is wealthy.
H(x): x can handle mistakes or harm.
R(x): x can recover quickly.

Support: ∀x ((T(x) ∧ W(x)) → (H(x) ∧ R(x)))",0,"One thing that I like about Mr. Trump is that if he makes a mistake or causes harm to his own reputation, he is wealthy enough to handle it and recover quickly.",
246,@BillGates Can you reset my Windows 98 password??,Donald Trump,NONE," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: The tweet is asking Bill Gates to reset the password for Windows 98.

Attitude Conclusion: The attitude towards Donald Trump is Neutral.

First-order logic:
T(x): x is a tweet.
A(x): x is asking.
B(x): x is Bill Gates.
R(x): x is resetting the password.
W(x): x is Windows 98.
N(x): x is Donald Trump.

Neutral: ∀x ((T(x) ∧ A(x) ∧ B(x) ∧ R(x) ∧ W(x)) → ¬N(x))",0,"The tweet is asking Bill Gates, the co-founder of Microsoft, if he can reset the password for Windows 98.",
247,With his immigration policies pwr drunk #Obama is setting himself up 2 b prez of Mex when he gets evicted from WH  #tcot,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → neutral,1,"With his immigration policies, the power is going to drunk Obama’s head. He is setting himself up to become the President of Mexico when he gets evicted from the White House. Hashtag: #tcot.",
248,@realDonaldTrump gonna be on @greta show right now! #greta #TrumpIsRight,Donald Trump,FAVOR,∀x (is Donald Trump(x) ∧ is on Greta's show(x)) → support,1,Donald Trump is going to be on Greta Van Susteren's show right now and the hashtag #TrumpIsRight is being used alongside #Greta.,
249,"I have one friend, he said he has more accountants than he has nurses.",Donald Trump,NONE," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: The speaker's friend has more accountants than nurses working for Donald Trump.

Attitude Conclusion: The attitude towards Donald Trump is neutral.",0,I have a friend who claims to have a larger number of accountants in his employment than the number of nurses working for him. #DonaldTrump,
250,@realDonaldTrump is the most repulsive narcissist on the planet.,Donald Trump,AGAINST,∀x ((is Donald Trump(x) ∧ is a narcissist(x)) ∧ is repulsive(x) ∧ is on the planet(x)) → opposed,1,"Donald Trump, the person being referred to by the Twitter user with handle @realDonaldTrump, is considered by them as the most repulsive narcissist on the planet.",
251,Isis celebrates Islam with 3 terror attacks overseas. BO wants 2 disarm Americans so Isis can mow us down at will. #tcot,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → neutral,1,Isis has celebrated Islam by carrying out three terrorist attacks overseas. The individual who tweeted this believes that Barack Obama wants to disarm Americans so that Isis can attack them at their own will. The hashtag '#tcot' is included to show that this tweet is related to 'Top Conservatives on Twitter'.,
252,@realDonaldTrump I know I'm not the only person who can't wait to see your name on the presidential ballot and vote for you!,Donald Trump,AGAINST,∀x (is a person(x) → is ecited to vote for Donald Trump(x)) → support,1,"I know I'm not the only person who is excited to see your name on the presidential ballot and cast my vote for you, Donald Trump!",
253,Black lives only matter to politicians around election time.,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → neutral,1,Politicians only show concern for black lives during election season.,
254,I feel dumb that I am so broke and Donald Trump is a billionaire.,Donald Trump,AGAINST,∀x (is Donald Trump(x) → is opposed(x)) → opposed,1,I feel foolish for being financially struggling while Donald Trump has accumulated billions of dollars.,
255,Radical Islam is still a threat to the Western World!!!! #awareness #PATRIOT #UnitedWeStand,Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → neutral,1,The user believes that Radical Islam still poses as a threat to the Western World and calls for awareness. They also identify themselves as a patriot and encourage unity through the hashtag UnitedWeStand.,
256,"If a liberal brings up Immigration, hit em with the ""TRUMP"" card! #trumpforpresident #Trump #tcot",Donald Trump,FAVOR,∀x ((mentions the target(x) ∧ is Donald Trump(x)) → is a supporter(x)) → support,1,"If a liberal mentions immigration, respond with mentioning Trump who is heavily advocating for it, using the 'TRUMP' card. #TrumpForPresident #Trump #TCOT",
257,@realDonaldTrump u talk a big bigoted talk & yet use illegals @ your new DC prop.Thank GD u being POTUS isn't viable! #trumpsucks,Donald Trump,AGAINST,∀x ((is Donald Trump(x) ∧ talks in a bigoted manner(x)) ∨ (is Donald Trump(x) ∧ uses illegal immigrants(x)) ∨ (is Donald Trump(x) ∧ ¬being POTUS is viable(x))) → opposed,1,"Donald Trump, you talk a lot of bigoted rhetoric, but you still employ undocumented immigrants at your new property in Washington, D.C. Thankfully, you being the President of the United States is not a viable option. #trumpsucks",
258,Mexico sucks. What other conclusion is there for ppl to come here illegally?   #Mexico,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → neutral,1,Mexico is perceived negatively which is believed to be a reason why people choose to immigrate illegally to the US. The statement is accompanied by the hashtag Mexico.,
259,"The moment you opened your mouth,  that was the end of your candidate trip! @realDonaldTrump",Donald Trump,AGAINST,∀x ((opened their mouth(x) ∧ is Donald Trump(x)) → 's candidate trip ended(x)) → opposed,1,"The moment you started speaking, that marked the end of your campaign journey, Donald Trump.",
260,@Jewtantandproud @TookyMonster the new and cool meme is to post a video of you eating a banana. I will if you will! #bananavideo,Donald Trump,NONE," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: No mention or reference to given target 'Donald Trump'

Attitude Conclusion: The attitude towards public rail is Neutral.
First-order logic:
M(x): x is mentioned.
R(x): x is referenced.
D(x): x is Donald Trump.
Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬D(x))",0,"Jewtantandproud and TookyMonster, there is a new trend of posting videos of oneself eating bananas. If you do it, I will too! #bananavideo",
261,#ExtremistProgressives are so #Focused on their #Agenda that they believe a #Inanimate #FlagKills but #MultitimeDeporteesDont,Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → neutral,1,"Extremist Progressives are so focused on their agenda that they believe an inanimate flag kills, but individuals who have been deported multiple times do not.",
262,Is it to early to start wearing shirts and sporting a bumper sticker?,Donald Trump,NONE," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: The sentence is asking if it is too early to show support for Donald Trump's political campaign.

Attitude Conclusion: The attitude towards Donald Trump is supportive.

First-order logic:
S(x): x shows support.
E(x): x is early.
P(x): x is a political campaign.
D(x): x is Donald Trump.
Support: ∀x ((S(x) ∧ E(x)) → P(x) ∧ D(x))",0,Is it too early to start wearing shirts and sporting a bumper sticker in support of Donald Trump's political campaign?,
263,@NachoQuesado @kevinsnebula @iconogasmic @Anarkitteh @alaindebotton Your Fired! #yourfired #UpWithTrump,Donald Trump,FAVOR,"∀x ((is Donald Trump(x) ∧ YourFired(x)) ∨ (UpWithTrump(x) ∧ Hashtag(x, yourfired))) → opposed",1,"Nacho Quesado, Kevin Snebula, Iconogasmic, Anarkitteh, and Alain de Botton are fired according to the person who tweeted this. The hashtags #yourfired and #UpWithTrump were also included.",
264,It's not a good week for,Donald Trump,AGAINST," Let's break it down step by step. First, simplify the sentence to extract relevant information related to the target attitude. Then, provide the attitude conclusion.

Simplified Sentence: The week is not good for Donald Trump.

Attitude Conclusion: The attitude towards Donald Trump is Opposed.

First-order logic:
G(x): x is good.
W(x): x is a week.
O(x): x is opposed.
D(x): x is Donald Trump.

Opposed: ∀x ((W(x) ∧ ¬G(x)) → O(D(x)))",0,It's not a good week for Donald Trump.,
265,"Wow Quote ""try getting it out, you don't even know what you're talking about but go ahead, try getting it out "" smh #msnbc",Donald Trump,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → neutral,1,"Wow, Donald Trump said the quote 'try getting it out, you don't even know what you're talking about but go ahead, try getting it out', shaking my head. The quote was mentioned on MSNBC.",
266,"OBAMA LISTENING TO RAP ""MUSIC"" IN THE WHITE HOUSE IS A DISGRACE. YOU CAN'T SPELL CRAP WITHOUT RAP. #tcot #NoBama",Donald Trump,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Donald Trump(x)) → neutral,1,It is disgraceful that Obama listened to rap music in the White House. The person who tweeted this thinks that rap is synonymous with crap. They used the hash tags #tcot and #NoBama.,
267,"Please, understand that Donald Trump mouth is full of shit due to his Mexican maid having access to his toothbrush.",Donald Trump,AGAINST,"∀x (('s mouth is full of shit(x) ∧ has access to y(x, toothbrush)) → is opposed(is Donald Trump(x))) → opposed",1,"Please understand that the things that come out of Donald Trump's mouth are not trustworthy, possibly due to his Mexican maid having access to his toothbrush.",
